Iteration,Value
260,8025.9077
261,11728.588
262,7950.7573
263,8216.3955
264,8063.8335
265,8653.953
266,10316.185
267,9376.337
268,9990.619
269,8285.494
270,10431.571
271,7394.453
272,9923.337
273,7747.0894
274,7794.614
275,10764.666
276,12148.859
277,9327.466
278,7201.281
279,8913.737
280,8069.714
281,10656.478
282,11122.903
283,11940.685
284,8577.2705
285,7231.216
286,7916.044
287,13309.692
288,8695.469
289,8060.545
290,7810.7256
291,8204.314
292,10408.765
293,9742.662
294,10335.994
295,12140.885
296,10166.351
297,10865.01
298,10194.903
299,12179.208
300,11181.201
301,9612.707
302,10622.861
303,10806.365
304,10675.862
305,10857.07
306,10376.802
307,9942.668
308,13678.447
309,9783.363
310,10752.594
311,10481.164
312,10052.426
313,10268.596
314,12084.82
315,11113.647
316,9115.656
317,10249.026
318,11271.637
319,10694.032
320,9375.765
321,10775.744
322,7282.611
323,11548.941
324,10848.068
325,12430.627
326,11119.886
327,11012.412
328,9953.787
329,10250.588
330,9555.664
331,12301.425
332,12442.596
333,11824.426
334,9734.749
335,10321.0205
336,11963.38
337,12620.42
338,11694.309
339,8679.857
340,9258.202
341,10045.15
342,10121.903
343,10698.579
344,9667.862
345,11280.105
346,9444.41
347,13274.306
348,12158.323
349,8419.958
350,13389.699
351,11487.935
352,12270.05
353,10681.367
354,10895.549
355,12860.736
356,11610.3
357,9401.383
358,9136.1455
359,11096.714
360,13151.057
361,11391.49
362,12864.372
363,11302.029
364,13237.357
365,10986.404
366,9393.567
367,12857.361
368,11087.885
369,12186.162
370,8926.095
371,12181.546
372,12549.541
373,10593.526
374,15049.333
375,14730.803
376,11971.973
377,11889.444
378,10110.778
379,11962.411
380,13436.094
381,10813.657
382,14602.288
383,13303.82
384,13117.644
385,12228.215
386,10258.618
387,11920.303
388,12924.864
389,11929.791
390,12234.117
391,12220.242
392,11327.169
393,12002.006
394,12614.448
395,15906.199
396,12338.966
397,13032.815
398,12257.451
399,11494.401
400,11859.074
401,14392.887
402,10900.459
403,12385.094
404,12463.458
405,14627.027
406,12269.625
407,12039.536
408,13899.198
409,10696.618
410,11712.405
411,14594.744
412,14251.413
413,11468.04
414,13811.001
415,11250.343
416,11607.966
417,12985.298
418,12768.887
419,12574.248
420,10071.343
421,14801.34
422,13105.705
423,12224.442
424,11746.433
425,11747.25
426,13235.853
427,13821.96
428,12702.758
429,14539.265
430,12923.519
431,14715.623
432,15363.204
433,16402.893
434,14882.148
435,13214.539
436,12355.179
437,12903.299
438,14364.658
439,13485.422
440,12652.578
441,13321.845
442,14759.822
443,13859.377
444,12024.477
445,13636.571
446,13466.301
447,11676.581
448,14523.608
449,17811.066
450,16608.902
451,16143.952
452,15257.797
453,14107.593
454,16004.245
455,15619.997
456,13731.071
457,13291.388
458,12754.215
459,17265.572
460,11924.379
461,12360.888
462,13729.126
463,13492.7705
464,14405.02
465,13977.311
466,14781.683
467,13908.626
468,12292.118
469,14784.196
470,12976.854
471,13666.842
472,13262.86
473,12739.791
474,12457.232
475,15509.504
476,14095.086
477,16221.856
478,13176.433
479,14245.642
480,14128.531
481,11730.638
482,15243.756
483,14558.624
484,17569.133
485,13525.179
486,12154.99
487,10813.917
488,14181.18
489,13536.447
490,16562.453
491,14030.257
492,14351.644
493,13063.373
494,15975.427
495,12846.789
496,14844.944
497,15825.078
498,17001.672
499,14725.284
500,12911.492
501,15291.652
502,11866.755
503,13018.768
504,15681.629
505,15496.062
506,15137.483
507,15088.546
508,17327.336
509,12636.304
510,16413.332
511,12463.331
512,18087.326
513,15259.142
514,16108.364
515,16010.144
516,16669.176
517,18421.494
518,14680.269
519,14534.384
520,13917.002
521,16187.305
522,14202.85
523,14574.274
524,16531.205
525,15488.036
526,16889.223
527,16084.903
528,15911.3125
529,14400.52
530,13636.814
531,15561.1045
532,13849.803
533,15796.814
534,16962.918
535,17223.648
536,14956.395
537,18967.367
538,17430.406
539,16072.075
540,20236.305
541,18920.422
542,16772.094
543,17761.428
544,15155.103
545,14582.294
546,16469.361
547,20069.742
548,16245.982
549,19464.662
550,16185.934
551,13847.024
552,18622.324
553,16550.994
554,17357.945
555,14215.03
556,17282.41
557,16722.682
558,16388.402
559,17543.645
560,21186.076
561,16244.837
562,15791.445
563,15092.324
564,16017.798
565,19808.885
566,16335.397
567,18246.82
568,14442.776
569,17440.248
570,16349.969
571,15556.927
572,18351.492
573,18945.62
574,17834.662
575,19566.246
576,17002.854
577,17965.219
578,14810.699
579,16615.324
580,17616.016
581,16965.447
582,17554.38
583,21534.625
584,19440.72
585,16205.232
586,17814.41
587,18959.195
588,16092.457
589,17167.166
590,12191.937
591,18063.764
592,14810.544
593,16732.691
594,19008.133
595,16897.504
596,15039.265
597,15842.259
598,18907.05
599,16185.716
600,15740.944
601,18216.082
602,20425.59
603,18967.957
604,19779.496
605,17348.918
606,19781.234
607,17438.297
608,16845.586
609,18842.562
610,17519.594
611,16897.553
612,16016.328
613,18520.559
614,18825.906
615,15583.108
616,19508.973
617,20316.256
618,13975.367
619,20231.895
620,19200.543
621,17257.61
622,16001.781
623,17078.3
624,20147.148
625,16924.734
626,18923.623
627,18577.777
628,18673.93
629,15274.912
630,17222.19
631,14670.456
632,17959.477
633,16858.588
634,17810.46
635,14669.845
636,18963.236
637,15738.22
638,16046.875
639,16287.783
640,17054.672
641,21253.4
642,18479.16
643,17789.879
644,18944.984
645,17597.463
646,17906.316
647,18768.6
648,17253.344
649,15992.104
650,17499.494
651,19043.953
652,17368.05
653,21026.768
654,19121.93
655,15820.993
656,16102.727
657,19138.982
658,16472.559
659,16639.3
660,20914.271
661,17547.434
662,19414.148
663,17205.27
664,17231.47
665,21636.22
666,17314.723
667,19574.545
668,18256.719
669,17939.809
670,17904.86
671,21185.564
672,18955.625
673,17121.6
674,19781.2
675,18669.115
676,16856.564
677,19254.754
678,17926.008
679,18861.682
680,22350.338
681,20405.115
682,19426.729
683,16567.701
684,14755.747
685,22315.658
686,18946.67
687,21688.664
688,21086.074
689,20898.385
690,15384.109
691,20927.2
692,17956.627
693,17587.283
694,19851.24
695,19026.291
696,17923.395
697,17606.012
698,18512.734
699,21855.89
700,18548.293
701,17594.059
702,22605.781
703,18125.758
704,20375.84
705,19930.9
706,19855.252
707,19608.453
708,17833.479
709,23373.783
710,17916.21
711,14848.5
712,21098.357
713,13605.67
714,17331.303
715,20310.062
716,20771.414
717,21381.797
718,20067.613
719,17178.256
720,19512.758
721,22540.73
722,17811.787
723,20781.135
724,21890.465
725,21330.354
726,20050.727
727,17973.852
728,18856.729
729,21518.346
730,17732.604
731,20536.508
732,21348.875
733,19223.91
734,18879.87
735,21044.635
736,17207.557
737,18774.799
738,20825.543
739,18808.977
740,18742.89
741,19935.352
742,20676.297
743,18571.117
744,18152.066
745,19513.996
746,18606.97
747,18374.182
748,18964.34
749,20200.846
750,21762.922
751,19367.19
752,20567.92
753,18609.127
754,19593.338
755,19839.287
756,17636.383
757,18329.209
758,18494.152
759,19632.338
760,22186.5
761,22700.771
762,18048.416
763,20257.625
764,20769.299
765,23528.756
766,19672.52
767,20597.72
768,19062.016
769,18729.164
770,19652.26
771,22318.281
772,26693.346
773,20812.787
774,23629.977
775,21026.959
776,19745.059
777,20305.402
778,22076.82
779,23232.037
780,19729.57
781,19909.99
782,15612.859
783,22827.342
784,22117.857
785,24465.188
786,19928.086
787,16957.557
788,21698.188
789,21605.357
790,21029.055
791,17652.973
792,20258.713
793,20472.82
794,22236.11
795,22804.217
796,22436.525
797,19975.01
798,20844.69
799,24596.521
800,20759.107
801,18748.156
802,19489.066
803,18318.352
804,20107.996
805,23416.04
806,22445.588
807,25611.818
808,24697.037
809,25172.992
810,21296.535
811,21370.484
812,20132.777
813,20354.928
814,22845.672
815,21333.127
816,22066.434
817,19464.887
818,22025.959
819,25441.418
820,23397.555
821,19881.184
822,18708.377
823,22549.143
824,23489.064
825,19847.129
826,21848.684
827,23742.533
828,22993.297
829,22841.113
830,20002.184
831,25432.23
832,20854.732
833,20339.227
834,20850.861
835,23481.947
836,17216.324
837,18719.645
838,18706.861
839,20255.557
840,20280.213
841,20145.262
842,21129.43
843,20707.043
844,24752.438
845,22049.098
846,20681.928
847,23092.137
848,21757.738
849,23481.9
850,21715.709
851,23206.922
852,20034.541
853,23555.148
854,21153.703
855,20968.44
856,23060.08
857,17410.04
858,18651.855
859,22254.95
860,21638.648
861,23437.719
862,24071.662
863,18154.34
864,17776.834
865,20986.014
866,25538.89
867,21713.775
868,23110.51
869,20742.605
870,19201.2
871,21009.916
872,20966.451
873,20428.969
874,24941.37
875,23028.795
876,24437.592
877,22133.945
878,26908.217
879,19734.244
880,21412.186
881,20441.217
882,23631.424
883,20681.475
884,23720.193
885,19793.68
886,23584.8
887,20701.55
888,24995.229
889,21409.322
890,21865.05
891,25549.873
892,23068.904
893,23238.123
894,20647.943
895,23170.62
896,23048.291
897,23890.035
898,22427.938
899,18982.598
900,20160.164
901,22661.041
902,23493.617
903,19454.354
904,24097.424
905,20743.043
906,20317.77
907,21804.506
908,23763.729
909,22759.219
910,21035.848
911,21553.938
912,24344.953
913,20569.77
914,22035.016
915,22295.209
916,23464.168
917,24765.186
918,24220.055
919,21536.56
920,25145.488
921,21591.576
922,24668.441
923,23396.475
924,22125.752
925,23123.12
926,21399.023
927,22225.12
928,26343.852
929,22463.357
930,18398.938
931,23948.562
932,24773.877
933,25936.057
934,22883.74
935,23594.521
936,25208.617
937,22755.035
938,21327.236
939,19290.566
940,22816.227
941,23168.338
942,23985.143
943,21909.773
944,21237.162
945,23456.146
946,23477.625
947,24876.37
948,27022.416
949,24619.082
950,22251.246
951,20456.492
952,27255.016
953,25740.445
954,22588.434
955,22421.965
956,19269.156
957,22425.81
958,23711.957
959,25783.227
960,22421.564
961,24839.762
962,23560.566
963,22057.496
964,20771.832
965,22427.094
966,23177.322
967,23505.477
968,24044.535
969,21847.037
970,18328.414
971,24545.188
972,24545.762
973,26947.408
974,22945.215
975,25881.838
976,25850.97
977,23656.81
978,24974.723
979,23934.02
980,23690.592
981,23631.477
982,24665.41
983,22006.82
984,20500.096
985,23487.854
986,20372.004
987,25347.873
988,24612.15
989,24006.715
990,22456.242
991,26026.285
992,25433.639
993,18866.057
994,23096.72
995,23454.18
996,23628.488
997,22987.096
998,25192.1
999,23873.475
1000,25487.84
1001,26233.025
1002,23432.588
1003,23133.447
1004,23314.96
1005,25202.475
1006,20175.748
1007,23950.695
1008,22786.762
1009,21613.064
1010,23673.906
1011,23746.094
1012,23896.443
1013,22292.732
1014,21716.26
1015,23320.31
1016,25368.697
1017,23127.367
1018,22518.363
1019,28251.137
1020,24834.793
1021,23289.01
1022,21469.133
1023,25866.635
1024,22501.63
1025,23480.158
1026,21878.725
1027,21751.543
1028,21739.158
1029,21222.248
1030,24253.611
1031,26759.322
1032,21632.947
1033,24000.361
1034,26453.213
1035,22672.512
1036,23347.016
1037,23572.219
1038,25477.586
1039,22912.076
1040,20851.941
1041,25038.617
1042,26452.43
1043,23426.146
1044,27198.7
1045,20997.32
1046,26551.742
1047,25063.582
1048,24745.072
1049,26634.09
1050,23015.352
1051,27727.275
1052,25503.664
1053,24423.281
1054,22770.172
1055,24756.984
1056,21786.854
1057,23094.025
1058,22058.336
1059,23270.02
1060,25289.807
1061,24854.773
1062,25787.51
1063,28464.88
1064,22692.49
1065,24391.58
1066,25606.54
1067,26776.967
1068,24431.121
1069,24615.21
1070,21017.174
1071,22930.258
1072,24184.592
1073,26384.379
1074,22626.44
1075,23518.62
1076,21018.406
1077,26418.725
1078,24717.838
1079,25199.951
1080,27085.494
1081,23862.49
1082,23826.05
1083,21924.012
1084,23780.066
1085,23128.186
1086,20042.12
1087,24465.43
1088,26505.139
1089,25568.95
1090,23451.008
1091,23344.877
1092,25403.184
1093,24834.535
1094,24075.613
1095,24480.004
1096,23443.137
1097,26145.75
1098,23673.121
1099,23660.783
1100,27092.627
1101,23890.6
1102,25468.416
1103,23015.822
1104,28195.762
1105,22531.367
1106,24990.38
1107,21769.207
1108,23987.941
1109,26329.682
1110,22153.346
1111,23045.508
1112,21916.64
1113,23178.213
1114,24587.373
1115,26743.822
1116,22481.56
1117,27426.996
1118,27275.064
1119,24916.496
1120,24821.955
1121,26387.824
1122,26032.535
1123,25779.26
1124,26627.178
1125,25199.373
1126,23817.201
1127,29025.33
1128,25477.924
1129,23993.635
1130,22745.1
1131,23689.805
1132,23313.654
1133,24410.332
1134,24714.719
1135,25278.014
1136,27209.078
1137,23749.156
1138,21068.682
1139,21671.326
1140,26311.436
1141,26089.732
1142,24394.13
1143,23863.434
1144,26379.031
1145,26288.812
1146,24971.12
1147,27749.08
1148,28885.52
1149,21376.557
1150,28292.57
1151,23685.537
1152,23829.61
1153,26936.385
1154,25400.566
1155,25118.123
1156,21432.922
1157,25818.021
1158,22879.582
1159,23613.512
1160,22802.588
1161,24884.416
1162,23595.217
1163,23611.21
1164,26353.23
1165,25858.03
1166,29190.387
1167,25167.125
1168,29144.55
1169,22149.354
1170,24970.963
1171,27719.918
1172,25636.941
1173,23252.021
1174,26787.615
1175,24022.295
1176,23232.168
1177,25432.068
1178,27048.852
1179,24075.496
1180,22448.262
1181,27410.242
1182,25383.498
1183,26816.176
1184,25083.613
1185,24987.475
1186,23878.547
1187,24139.1
1188,26018.723
1189,27298.191
1190,26908.898
1191,24117.83
1192,26298.99
1193,27781.398
1194,27384.895
1195,26319.95
1196,23393.096
1197,28079.348
1198,26705.434
1199,28330.973
1200,25801.38
1201,28447.525
1202,25120.516
1203,27165.604
1204,26027.555
1205,23250.023
1206,22467.074
1207,24021.766
1208,23157.547
1209,24920.217
1210,25776.213
1211,26451.457
1212,28415.545
1213,26299.123
1214,23835.33
1215,25008.41
1216,21043.033
1217,26368.379
1218,27073.055
1219,25800.002
1220,24445.992
1221,25245.613
1222,25281.621
1223,26761.713
1224,24820.068
1225,23209.611
1226,29030.469
1227,24952.16
1228,28581.846
1229,23359.447
1230,25916.125
1231,20395.205
1232,27450.414
1233,25785.547
1234,28267.607
1235,28135.246
1236,23812.229
1237,26524.41
1238,23973.127
1239,27239.89
1240,25882.244
1241,26872.53
1242,23735.79
1243,26023.902
1244,25487.691
1245,23724.828
1246,27775.857
1247,25536.428
1248,23986.41
1249,25910.518
1250,24396.814
1251,25014.645
1252,24796.818
1253,29464.326
1254,22723.195
1255,27630
1256,25046.44
1257,25000.504
1258,28491.736
1259,26450.02
1260,27377.846
1261,25565.572
1262,23452.45
1263,23542.025
1264,23588.658
1265,26418.059
1266,27565.453
1267,26421.025
1268,25892.666
1269,27357.518
1270,31682.541
1271,24087.072
1272,22946.684
1273,26881.713
1274,25560.701
1275,26760.586
1276,23817.217
1277,26268.16
1278,27900.379
1279,32831.94
1280,23176.29
1281,28496.762
1282,24788.875
1283,25686.506
1284,24910.482
1285,22975.771
1286,27299.88
1287,23273.598
1288,26430.256
1289,27056.367
1290,27661.24
1291,19219.36
1292,24945.467
1293,26532.031
1294,25592.584
1295,28935.525
1296,25144.324
1297,28556.35
1298,29564.201
1299,26561.072
1300,26142.057
1301,26999.924
1302,23049.846
1303,27829.293
1304,26539.332
1305,27825.086
1306,28703.4
1307,25673.535
1308,23466.54
1309,27421.545
1310,29223.143
1311,24830.078
1312,26928.309
1313,25565.178
1314,27118.723
1315,26770.219
1316,24751.355
1317,24540.113
1318,26268.172
1319,25030.365
1320,26400.45
1321,29369
1322,26989.531
1323,27991.756
1324,30094.906
1325,26194.04
1326,26705.602
1327,21792.916
1328,27862.98
1329,23777.604
1330,24550.668
1331,29801.748
1332,26210.04
1333,27713.385
1334,27883.332
1335,24625.832
1336,25311.275
1337,26717.34
1338,26022.307
1339,26562.25
1340,26930.652
1341,23692.77
1342,29084.273
1343,25168.562
1344,26175.889
1345,27870.213
1346,28636.578
1347,33144.69
1348,26461.684
1349,28604.316
1350,25859.264
1351,26703.549
1352,24421.348
1353,25402.969
1354,28337.855
1355,26828.184
1356,25109.697
1357,24107.809
1358,26453.53
1359,27018.64
1360,28970.59
1361,29607.5
1362,26358.33
1363,24870.46
1364,29044.395
1365,27614.2
1366,27795.51
1367,25364.492
1368,27967.969
1369,23844.758
1370,28194.229
1371,25124.293
1372,29042.541
1373,29869.357
1374,29282.225
1375,24976.828
1376,27889.047
1377,29184.29
1378,29936.023
1379,27612.355
1380,31406.336
1381,25377.764
1382,26923.393
1383,29123.928
1384,28642.518
1385,31705.512
1386,28253.43
1387,24941.645
1388,31234.729
1389,26001.309
1390,28518.092
1391,27230.004
1392,28533.043
1393,26249.36
1394,24219.963
1395,27035.195
1396,26918.27
1397,26166.648
1398,28778.023
1399,26199.924
1400,28337.553
1401,28525.842
1402,26558.627
1403,29748.52
1404,27856.615
1405,27157.455
1406,27324.03
1407,30310.611
1408,29109.107
1409,27721.822
1410,29258.793
1411,23650.25
1412,26038.271
1413,31318.4
1414,25668.057
1415,26646.283
1416,25016.703
1417,28957.549
1418,30494.229
1419,27927.99
1420,29729.148
1421,28712.256
1422,29792.482
1423,24551.516
1424,30236.854
1425,28112.861
1426,23626.834
1427,26102.248
1428,29333.777
1429,27394.918
1430,28153.607
1431,23102.3
1432,28238.076
1433,25974.473
1434,25264.693
1435,31307.367
1436,28026.926
1437,27638.484
1438,26386.18
1439,28105.75
1440,27492.908
1441,27588.37
1442,25828.967
1443,29514.299
1444,28508.654
1445,24093.758
1446,24793.15
1447,31390.219
1448,29072.754
1449,27663.953
1450,31566.373
1451,26855.197
1452,25752.615
1453,31561.035
1454,22901.416
1455,28392.223
1456,28542.73
1457,24628.959
1458,27787.637
1459,27218.568
1460,24971.379
1461,25284.068
1462,29030.086
1463,26126.605
1464,28334.443
1465,25838.854
1466,30612.115
1467,28252.951
1468,24443.896
1469,26345.19
1470,28999.1
1471,31390.564
1472,33536.305
1473,24905.346
1474,27680.727
1475,30658.832
1476,28597.951
1477,27826.047
1478,30683.197
1479,25919.014
1480,28920.848
1481,30772.281
1482,26054.277
1483,25985.307
1484,31373.209
1485,30392.375
1486,28811.455
1487,28501.016
1488,29987.443
1489,28601.117
1490,32125.367
1491,31107.26
1492,25839.092
1493,26990.037
1494,28584.066
1495,31206.26
1496,29523.617
1497,27748.922
1498,27992.549
1499,26911.842
1500,28394.438
1501,31132.203
1502,28518.055
1503,29813.531
1504,26843.484
1505,28077.639
1506,27896.178
1507,28201.744
1508,30408.16
1509,32422.936
1510,29397.031
1511,25062.447
1512,27820.447
1513,27229.41
1514,33768.027
1515,24714.52
1516,28849.084
1517,28948.572
1518,32925.84
1519,30825.998
1520,31498.389
1521,31638.395
1522,32303.646
1523,29818.846
1524,32401.314
1525,28338.875
1526,31653.727
1527,28954.29
1528,29389.377
1529,28785.504
1530,30581.797
1531,28689.576
1532,28360.098
1533,27176.361
1534,30835.914
1535,29991.287
1536,28148.656
1537,27295.766
1538,27491.588
1539,27580.332
1540,31730.664
1541,30523.545
1542,30510.861
1543,28780.857
1544,30599.896
1545,26706.48
1546,29992.438
1547,28211.957
1548,29756.883
1549,28893.012
1550,30111.707
1551,27374.984
1552,32721.262
1553,28708.033
1554,28240.746
1555,31942.207
1556,27670.951
1557,27475.135
1558,30311.613
1559,30141.943
1560,25842.541
1561,30265.836
1562,31767.965
1563,28874.12
1564,30719.578
1565,29505.121
1566,28014.46
1567,28397.586
1568,30811.236
1569,29305.69
1570,28827.82
1571,27996.035
1572,30800.455
1573,27919.984
1574,28900.54
1575,33563.938
1576,27335.957
1577,28036.748
1578,25495.305
1579,27215.99
1580,29295.398
1581,31077.004
1582,25788.17
1583,29791.3
1584,28099.107
1585,33376.72
1586,29108.51
1587,30432.383
1588,31187.771
1589,27813.328
1590,30571.48
1591,29445.506
1592,29655.826
1593,29525.508
1594,29216.025
1595,27847.174
1596,31080.322
1597,29581.885
1598,30644.814
1599,26920.24
1600,30368.59
1601,29345.865
1602,30286.016
1603,29928.52
1604,30398.799
1605,30875.504
1606,32053
1607,30384.31
1608,30261.484
1609,27633.99
1610,27595.94
1611,29672.393
1612,27795.994
1613,31221.395
1614,29544.475
1615,26021.244
1616,27393.145
1617,29126.234
1618,27672.057
1619,31456.508
1620,31238.176
1621,26920.951
1622,28259.74
1623,26515.568
1624,28040.207
1625,25175.941
1626,32755.84
1627,32246.664
1628,32611.725
1629,29397.752
1630,30525.102
1631,32318.348
1632,27272.33
1633,29509.66
1634,27241.371
1635,29329.309
1636,31732.922
1637,33373.78
1638,27736.21
1639,30242.805
1640,31492.475
1641,28653.436
1642,29502.123
1643,30756.756
1644,30309.879
1645,34166.707
1646,29713.758
1647,27615.121
1648,27704.217
1649,28417.578
1650,33852.867
1651,30283.695
1652,32750.592
1653,28673.543
1654,27442.064
1655,27730.328
1656,29081.973
1657,29295.77
1658,30669.637
1659,30762.033
1660,27254.953
1661,28856.074
1662,29347.031
1663,29839.922
1664,30213.746
1665,26881.607
1666,31665.082
1667,28618.162
1668,31860.65
1669,29640.215
1670,28635.344
1671,34291.723
1672,31815.482
1673,28533.229
1674,33363.72
1675,26715.1
1676,29821.514
1677,35943.69
1678,28303.584
1679,29969.33
1680,28334.979
1681,26986.965
1682,33260.57
1683,33116.78
1684,28568.215
1685,28162.062
1686,27992.703
1687,31315.467
1688,28097.178
1689,30824.576
1690,29594.805
1691,29855.59
1692,30829.652
1693,31885.355
1694,29999.178
1695,26258.982
1696,28867.318
1697,32768.484
1698,27253
1699,31114.309
1700,32344.049
1701,30920.896
1702,31461.176
1703,32991.973
1704,30924.139
1705,28636.676
1706,26387.152
1707,30356.217
1708,29671.957
1709,31368.049
1710,29825.76
1711,30374.73
1712,31271.062
1713,33978.81
1714,29089.234
1715,29786.18
1716,28857.498
1717,30410.771
1718,25952.268
1719,28406.576
1720,29593.62
1721,29594.902
1722,32687.18
1723,31760.67
1724,28420.172
1725,31024.035
1726,27126.07
1727,29443.05
1728,31383.834
1729,29681.617
1730,33690.453
1731,32018.613
1732,31649.793
1733,27626.02
1734,29067.492
1735,33400.402
1736,30360.104
1737,29201.656
1738,28482.082
1739,30428.877
1740,34464.95
1741,33539.453
1742,29373.049
1743,30558.582
1744,29679.926
1745,27257.646
1746,30427.576
1747,28500.947
1748,32948.324
1749,32690.732
1750,29805.762
1751,33062.453
1752,32671.67
1753,31406.44
1754,29702.533
1755,28901.912
1756,30549.844
1757,30757.29
1758,25827.768
1759,28879.527
1760,31365.926
1761,30684.363
1762,29906.326
1763,31924.164
1764,28652.568
1765,26880.135
1766,34454.24
1767,28964.738
1768,28424.658
1769,31355.574
1770,28181.21
1771,29926.582
1772,29092.047
1773,28479.508
1774,30443.139
1775,30953.53
1776,32496.488
1777,26305.514
1778,29238.248
1779,29249.584
1780,26508.293
1781,29971.934
1782,27841.621
1783,29411.828
1784,31740.66
1785,32939.973
1786,30450.508
1787,31050.973
1788,31239.512
1789,30480.562
1790,31003.982
1791,29910.035
1792,28915.11
1793,30434.348
1794,29809.105
1795,29593.469
1796,31569.682
1797,27724.479
1798,31123.707
1799,29344.893
1800,29085.988
1801,29857.703
1802,36320.348
1803,27502.783
1804,29520.164
1805,31567.79
1806,26838.402
1807,30849.553
1808,32612.816
1809,28249.941
1810,29381.393
1811,29106.44
1812,29327.541
1813,30562.547
1814,30129.342
1815,32189.402
1816,31433.668
1817,31212.512
1818,26638.758
1819,32065.104
1820,32554.771
1821,29632.549
1822,30630.936
1823,29559.291
1824,27411.283
1825,32100.525
1826,29386.873
1827,32665.336
1828,32998.312
1829,33270.305
1830,36424.45
1831,29091.984
1832,30614.496
1833,28581.156
1834,30162.018
1835,30823.24
1836,28502.516
1837,30139.336
1838,32404.32
1839,29641.943
1840,30846.344
1841,31301.596
1842,31223.635
1843,31128.455
1844,31993.227
1845,31892.092
1846,30500.57
1847,31797.344
1848,33765.438
1849,32705.111
1850,31167.229
1851,30589.162
1852,29695.898
1853,32090.945
1854,29839.787
1855,32630.75
1856,28333.34
1857,30195.148
