Итерация,Значение
401,0.7979777
402,0.7977383
403,0.797499
404,0.79725975
405,0.79702055
406,0.7967815
407,0.79654247
408,0.7963035
409,0.7960646
410,0.7958258
411,0.79558706
412,0.7953484
413,0.7951098
414,0.7948713
415,0.7946328
416,0.79439443
417,0.79415613
418,0.7939179
419,0.7936797
420,0.7934416
421,0.7932036
422,0.79296565
423,0.79272777
424,0.79248995
425,0.7922522
426,0.79201454
427,0.79177696
428,0.79153943
429,0.79130197
430,0.79106456
431,0.7908273
432,0.79059005
433,0.7903529
434,0.7901158
435,0.7898787
436,0.7896418
437,0.7894049
438,0.7891681
439,0.78893137
440,0.7886947
441,0.78845805
442,0.78822154
443,0.7879851
444,0.7877487
445,0.78751236
446,0.7872761
447,0.78703994
448,0.78680384
449,0.7865678
450,0.78633183
451,0.7860959
452,0.7858601
453,0.7856244
454,0.7853887
455,0.7851531
456,0.78491753
457,0.7846821
458,0.7844467
459,0.7842114
460,0.78397614
461,0.78374094
462,0.7835058
463,0.7832708
464,0.7830358
465,0.7828009
466,0.7825661
467,0.7823313
468,0.7820966
469,0.781862
470,0.7816275
471,0.781393
472,0.78115857
473,0.7809242
474,0.78068995
475,0.78045577
476,0.78022164
477,0.7799876
478,0.77975357
479,0.7795197
480,0.77928585
481,0.7790521
482,0.77881837
483,0.7785847
484,0.7783511
485,0.77811766
486,0.77788424
487,0.7776509
488,0.7774176
489,0.77718437
490,0.7769512
491,0.77671814
492,0.77648515
493,0.7762522
494,0.77601933
495,0.7757865
496,0.77555376
497,0.7753211
498,0.77508855
499,0.77485603
500,0.7746236
501,0.7743912
502,0.77415884
503,0.7739266
504,0.77369446
505,0.77346236
506,0.7732303
507,0.77299833
508,0.7727664
509,0.7725346
510,0.77230287
511,0.7720712
512,0.77183956
513,0.771608
514,0.7713765
515,0.7711451
516,0.7709138
517,0.7706825
518,0.7704513
519,0.77022016
520,0.7699891
521,0.7697581
522,0.7695272
523,0.76929635
524,0.76906556
525,0.7688348
526,0.76860416
527,0.7683736
528,0.7681431
529,0.7679127
530,0.7676823
531,0.767452
532,0.76722175
533,0.7669916
534,0.76676154
535,0.7665315
536,0.7663016
537,0.7660717
538,0.76584184
539,0.7656121
540,0.76538247
541,0.7651529
542,0.76492333
543,0.76469386
544,0.76446444
545,0.7642351
546,0.76400584
547,0.76377666
548,0.76354754
549,0.7633185
550,0.7630895
551,0.76286054
552,0.7626317
553,0.76240295
554,0.76217425
555,0.7619456
556,0.761717
557,0.7614885
558,0.76126003
559,0.7610317
560,0.7608034
561,0.7605752
562,0.760347
563,0.7601189
564,0.75989085
565,0.75966287
566,0.759435
567,0.7592072
568,0.75897944
569,0.75875175
570,0.7585241
571,0.75829655
572,0.75806904
573,0.75784165
574,0.7576143
575,0.75738704
576,0.7571598
577,0.7569327
578,0.7567056
579,0.7564786
580,0.7562517
581,0.75602484
582,0.75579804
583,0.7555713
584,0.7553446
585,0.755118
586,0.75489146
587,0.754665
588,0.75443864
589,0.7542123
590,0.75398606
591,0.75375986
592,0.7535337
593,0.75330764
594,0.7530817
595,0.7528558
596,0.75262994
597,0.75240415
598,0.75217843
599,0.75195277
600,0.75172716
601,0.7515017
602,0.75127625
603,0.7510509
604,0.7508256
605,0.75060034
606,0.75037515
607,0.75015
608,0.74992496
609,0.7497
610,0.7494751
611,0.7492503
612,0.7490255
613,0.7488008
614,0.74857616
615,0.7483516
616,0.7481271
617,0.7479027
618,0.74767834
619,0.74745405
620,0.7472298
621,0.74700564
622,0.7467815
623,0.7465575
624,0.74633354
625,0.74610966
626,0.74588585
627,0.7456621
628,0.7454384
629,0.74521476
630,0.7449912
631,0.74476767
632,0.74454427
633,0.7443209
634,0.74409765
635,0.74387443
636,0.7436513
637,0.7434282
638,0.74320513
639,0.74298215
640,0.7427593
641,0.7425365
642,0.74231374
643,0.74209106
644,0.74186844
645,0.7416459
646,0.74142337
647,0.7412009
648,0.7409786
649,0.74075633
650,0.7405341
651,0.740312
652,0.7400899
653,0.73986787
654,0.7396459
655,0.739424
656,0.73920214
657,0.7389804
658,0.73875874
659,0.73853713
660,0.7383156
661,0.7380941
662,0.73787266
663,0.7376513
664,0.73743
665,0.7372088
666,0.73698765
667,0.7367666
668,0.73654556
669,0.7363246
670,0.7361037
671,0.7358829
672,0.7356621
673,0.7354414
674,0.7352208
675,0.73500025
676,0.7347798
677,0.73455936
678,0.734339
679,0.7341187
680,0.73389846
681,0.7336783
682,0.73345816
683,0.73323816
684,0.7330182
685,0.73279834
686,0.7325785
687,0.73235875
688,0.73213905
689,0.7319194
690,0.7316998
691,0.7314803
692,0.73126084
693,0.7310415
694,0.7308222
695,0.730603
696,0.7303838
697,0.7301647
698,0.72994566
699,0.7297267
700,0.72950774
701,0.7292889
702,0.72907007
703,0.7288514
704,0.72863275
705,0.7284142
706,0.72819567
707,0.7279772
708,0.7277588
709,0.7275405
710,0.7273222
711,0.727104
712,0.72688586
713,0.7266678
714,0.72644985
715,0.72623193
716,0.7260141
717,0.7257963
718,0.72557855
719,0.7253609
720,0.72514325
721,0.7249257
722,0.7247082
723,0.7244908
724,0.7242735
725,0.72405624
726,0.72383904
727,0.7236219
728,0.7234048
729,0.7231878
730,0.72297084
731,0.72275394
732,0.7225371
733,0.7223203
734,0.72210366
735,0.72188705
736,0.7216705
737,0.721454
738,0.7212376
739,0.72102123
740,0.7208049
741,0.7205887
742,0.7203725
743,0.7201564
744,0.7199403
745,0.71972436
746,0.71950847
747,0.71929264
748,0.7190769
749,0.71886116
750,0.7186455
751,0.7184299
752,0.7182144
753,0.7179989
754,0.7177835
755,0.71756816
756,0.71735287
757,0.7171377
758,0.7169226
759,0.7167075
760,0.71649253
761,0.7162776
762,0.7160627
763,0.7158479
764,0.71563315
765,0.71541846
766,0.7152038
767,0.71498924
768,0.7147747
769,0.71456033
770,0.714346
771,0.7141317
772,0.7139175
773,0.71370333
774,0.71348923
775,0.7132752
776,0.7130612
777,0.7128473
778,0.71263343
779,0.7124196
780,0.7122059
781,0.7119922
782,0.71177864
783,0.71156514
784,0.7113517
785,0.7111383
786,0.710925
787,0.7107117
788,0.7104985
789,0.71028537
790,0.7100723
791,0.70985925
792,0.7096463
793,0.7094334
794,0.7092205
795,0.70900774
796,0.7087951
797,0.70858246
798,0.7083699
799,0.7081574
800,0.707945
801,0.7077326
802,0.7075203
803,0.70730805
804,0.70709586
805,0.7068837
806,0.70667166
807,0.70645964
808,0.7062477
809,0.7060358
810,0.705824
811,0.7056123
812,0.70540065
813,0.70518905
814,0.7049775
815,0.70476604
816,0.7045546
817,0.70434326
818,0.70413196
819,0.7039207
820,0.70370954
821,0.7034984
822,0.70328736
823,0.70307636
824,0.7028654
825,0.70265454
826,0.7024438
827,0.7022331
828,0.70202243
829,0.70181185
830,0.7016013
831,0.70139086
832,0.70118046
833,0.7009701
834,0.7007598
835,0.7005496
836,0.70033944
837,0.70012933
838,0.6999193
839,0.6997093
840,0.69949937
841,0.6992895
842,0.6990797
843,0.69887
844,0.6986604
845,0.6984508
846,0.6982413
847,0.69803184
848,0.69782245
849,0.6976131
850,0.69740385
851,0.69719464
852,0.6969855
853,0.6967764
854,0.69656736
855,0.6963584
856,0.69614947
857,0.6959406
858,0.6957318
859,0.6955231
860,0.6953144
861,0.6951058
862,0.6948973
863,0.69468886
864,0.6944805
865,0.69427216
866,0.6940639
867,0.6938557
868,0.69364756
869,0.6934395
870,0.69323146
871,0.6930235
872,0.6928156
873,0.69260776
874,0.6924
875,0.69219226
876,0.6919846
877,0.691777
878,0.69156945
879,0.69136196
880,0.69115454
881,0.6909472
882,0.69073987
883,0.6905327
884,0.69032556
885,0.6901185
886,0.6899115
887,0.68970454
888,0.68949765
889,0.6892908
890,0.68908405
891,0.68887734
892,0.6886707
893,0.6884641
894,0.6882576
895,0.6880511
896,0.6878447
897,0.68763834
898,0.68743205
899,0.6872258
900,0.68701965
901,0.68681353
902,0.6866075
903,0.6864015
904,0.68619555
905,0.6859897
906,0.68578386
907,0.6855781
908,0.6853724
909,0.68516684
910,0.6849613
911,0.68475586
912,0.68455046
913,0.6843451
914,0.68413985
915,0.6839346
916,0.68372947
917,0.68352437
918,0.68331933
919,0.68311435
920,0.6829094
921,0.68270457
922,0.68249977
923,0.682295
924,0.68209034
925,0.6818857
926,0.68168116
927,0.68147665
928,0.6812722
929,0.6810678
930,0.6808635
931,0.68065923
932,0.680455
933,0.6802509
934,0.6800468
935,0.67984277
936,0.6796388
937,0.6794349
938,0.67923105
939,0.67902726
940,0.67882353
941,0.67861986
942,0.6784163
943,0.6782128
944,0.6780094
945,0.677806
946,0.6776027
947,0.67739946
948,0.67719626
949,0.67699313
950,0.67679006
951,0.67658705
952,0.6763841
953,0.6761812
954,0.67597836
955,0.6757756
956,0.6755729
957,0.6753702
958,0.6751676
959,0.6749651
960,0.6747626
961,0.6745602
962,0.67435783
963,0.67415553
964,0.6739533
965,0.6737511
966,0.673549
967,0.67334694
968,0.67314494
969,0.672943
970,0.6727411
971,0.6725393
972,0.67233753
973,0.67213583
974,0.6719342
975,0.6717326
976,0.6715311
977,0.6713296
978,0.6711282
979,0.67092687
980,0.6707256
981,0.67052436
982,0.6703232
983,0.6701221
984,0.66992104
985,0.66972005
986,0.6695191
987,0.66931826
988,0.66911745
989,0.6689167
990,0.668716
991,0.6685154
992,0.6683148
993,0.6681143
994,0.66791385
995,0.66771346
996,0.66751313
997,0.66731286
998,0.66711265
999,0.6669125
1000,0.6667124
1001,0.66651237
1002,0.6663124
1003,0.6661125
1004,0.6659126
1005,0.66571283
1006,0.6655131
1007,0.6653134
1008,0.6651138
1009,0.66491425
1010,0.66471475
1011,0.6645153
1012,0.66431594
1013,0.6641166
1014,0.6639174
1015,0.6637183
1016,0.6635192
1017,0.6633202
1018,0.6631212
1019,0.6629223
1020,0.6627235
1021,0.6625247
1022,0.662326
1023,0.6621273
1024,0.6619287
1025,0.6617302
1026,0.6615317
1027,0.66133326
1028,0.6611349
1029,0.6609366
1030,0.66073835
1031,0.66054016
1032,0.66034204
1033,0.6601439
1034,0.65994585
1035,0.65974784
1036,0.6595499
1037,0.659352
1038,0.6591542
1039,0.6589564
1040,0.6587587
1041,0.65856105
1042,0.65836346
1043,0.65816593
1044,0.65796846
1045,0.65777105
1046,0.6575737
1047,0.6573764
1048,0.6571792
1049,0.656982
1050,0.6567849
1051,0.65658784
1052,0.65639085
1053,0.6561939
1054,0.65599704
1055,0.6558002
1056,0.65560347
1057,0.6554068
1058,0.65521014
1059,0.65501356
1060,0.65481704
1061,0.6546206
1062,0.6544242
1063,0.65422785
1064,0.6540316
1065,0.65383536
1066,0.6536392
1067,0.6534431
1068,0.65324706
1069,0.6530511
1070,0.65285516
1071,0.6526593
1072,0.6524635
1073,0.65226775
1074,0.6520721
1075,0.65187645
1076,0.6516809
1077,0.6514854
1078,0.65128994
1079,0.65109456
1080,0.65089923
1081,0.65070397
1082,0.65050876
1083,0.6503136
1084,0.6501185
1085,0.6499235
1086,0.64972854
1087,0.6495336
1088,0.6493388
1089,0.649144
1090,0.64894927
1091,0.6487546
1092,0.64856
1093,0.64836544
1094,0.64817095
1095,0.6479765
1096,0.64778215
1097,0.64758784
1098,0.6473936
1099,0.6471994
1100,0.64700526
1101,0.6468112
1102,0.6466172
1103,0.6464232
1104,0.6462293
1105,0.6460355
1106,0.6458417
1107,0.64564794
1108,0.6454542
1109,0.6452606
1110,0.645067
1111,0.64487344
1112,0.64467996
1113,0.64448655
1114,0.6442932
1115,0.6440999
1116,0.64390665
1117,0.6437135
1118,0.64352036
1119,0.6433273
1120,0.6431343
1121,0.64294136
1122,0.6427485
1123,0.64255565
1124,0.6423629
1125,0.6421702
1126,0.64197755
1127,0.64178497
1128,0.64159244
1129,0.6414
1130,0.6412076
1131,0.64101523
1132,0.64082295
1133,0.6406307
1134,0.64043856
1135,0.64024645
1136,0.6400544
1137,0.6398624
1138,0.6396705
1139,0.6394786
1140,0.6392868
1141,0.639095
1142,0.63890326
1143,0.6387116
1144,0.63851994
1145,0.6383284
1146,0.63813686
1147,0.6379454
1148,0.637754
1149,0.6375627
1150,0.6373714
1151,0.6371802
1152,0.63698906
1153,0.63679796
1154,0.63660693
1155,0.63641596
1156,0.63622504
1157,0.6360342
1158,0.6358434
1159,0.63565266
1160,0.635462
1161,0.6352714
1162,0.6350808
1163,0.6348903
1164,0.6346999
1165,0.6345095
1166,0.6343192
1167,0.63412887
1168,0.6339386
1169,0.6337484
1170,0.6335583
1171,0.6333682
