Iteration,Value
393,0.12077958
394,0.11452008
395,0.1092185
396,0.15826063
397,0.10912115
398,0.11068323
399,0.14116654
400,0.083506785
401,0.0919672
402,0.079911746
403,0.10876301
404,0.12309336
405,0.12633973
406,0.11688341
407,0.09880501
408,0.115618676
409,0.09569772
410,0.13098694
411,0.13048083
412,0.0984562
413,0.13190947
414,0.13662782
415,0.11769998
416,0.11111706
417,0.082736135
418,0.09834917
419,0.105706215
420,0.110929884
421,0.10231064
422,0.103525646
423,0.17283925
424,0.09704687
425,0.113526784
426,0.12864971
427,0.10564766
428,0.12584357
429,0.11315101
430,0.12693588
431,0.116160326
432,0.13018051
433,0.11466341
434,0.10724742
435,0.14209959
436,0.112686224
437,0.09958866
438,0.10787068
439,0.10744603
440,0.11535881
441,0.14482123
442,0.13185158
443,0.104539365
444,0.11061506
445,0.13621524
446,0.11935502
447,0.106381215
448,0.09695428
449,0.091580555
450,0.102708146
451,0.09629954
452,0.12485924
453,0.08836848
454,0.12116173
455,0.117383376
456,0.0840455
457,0.113435484
458,0.11119001
459,0.11500596
460,0.10845805
461,0.08888428
462,0.12098365
463,0.11700077
464,0.13620205
465,0.105248384
466,0.11360011
467,0.11364358
468,0.11824335
469,0.14566977
470,0.11330291
471,0.12197694
472,0.11264774
473,0.09953548
474,0.12260858
475,0.13135123
476,0.14666286
477,0.12898223
478,0.097106524
479,0.118457526
480,0.09850827
481,0.10825609
482,0.10392596
483,0.09591446
484,0.124224246
485,0.13803664
486,0.11870034
487,0.14482328
488,0.121512495
489,0.112328574
490,0.10546887
491,0.10652937
492,0.09290182
493,0.12627304
494,0.0861298
495,0.13682516
496,0.10291313
497,0.09683837
498,0.097408816
499,0.13058709
500,0.12061536
501,0.10503469
502,0.08875267
503,0.16308238
504,0.11054554
505,0.11776641
506,0.0915826
507,0.101808704
508,0.12354849
509,0.115668714
510,0.12430036
511,0.11992584
512,0.10661183
513,0.13402261
514,0.103226624
515,0.12187076
516,0.118952535
517,0.117530204
518,0.12484653
519,0.11746597
520,0.082872115
521,0.11350933
522,0.14331414
523,0.10929936
524,0.11472421
525,0.11503335
526,0.09863969
527,0.11270723
528,0.10742717
529,0.13132979
530,0.09383547
531,0.089855164
532,0.09111413
533,0.09337585
534,0.103572
535,0.10957717
536,0.08352845
537,0.09379583
538,0.1123138
539,0.12274221
540,0.122182034
541,0.09669723
542,0.12070668
543,0.103643574
544,0.10802454
545,0.12497042
546,0.13484661
547,0.09628808
548,0.08120523
549,0.13065591
550,0.084509715
551,0.11099623
552,0.13753647
553,0.10883541
554,0.104478195
555,0.099430874
556,0.086427115
557,0.08495718
558,0.10609209
559,0.10124331
560,0.10948974
561,0.13785662
562,0.10267078
563,0.09547011
564,0.12007718
565,0.12301744
566,0.1058847
567,0.11981745
568,0.12008452
569,0.0911314
570,0.11520133
571,0.117642745
572,0.1212193
573,0.111503914
574,0.091801725
575,0.10025027
576,0.11152543
577,0.10496161
578,0.089691244
579,0.13383129
580,0.13374262
581,0.100077726
582,0.080630556
583,0.12252505
584,0.13939887
585,0.12169283
586,0.09416661
587,0.12258452
588,0.10820937
589,0.08874972
590,0.12522
591,0.10749205
592,0.104735665
593,0.11555841
594,0.1162682
595,0.098260544
596,0.09922528
597,0.10893851
598,0.117589496
599,0.11872438
600,0.10689228
601,0.11032979
602,0.11818861
603,0.10389422
604,0.11455186
605,0.110861875
606,0.08055339
607,0.118681155
608,0.12628403
609,0.097141914
610,0.122715935
611,0.09116845
612,0.07929193
613,0.073699795
614,0.09903979
615,0.113599434
616,0.1034887
617,0.09806412
618,0.113797076
619,0.10259098
620,0.09296755
621,0.12551767
622,0.1332015
623,0.11147372
624,0.11081189
625,0.097017065
626,0.093178995
627,0.106805734
628,0.11154448
629,0.13633116
630,0.111133456
631,0.09238118
632,0.11617605
633,0.11801898
634,0.13178253
635,0.12060156
636,0.118788205
637,0.11010347
638,0.08994431
639,0.08993485
640,0.10556371
641,0.09818659
642,0.105915084
643,0.107966386
644,0.10296408
645,0.108676516
646,0.089934126
647,0.11888863
648,0.11856928
649,0.12755644
650,0.11215007
651,0.13159913
652,0.11122812
653,0.095851846
654,0.12166378
655,0.09195313
656,0.124820895
657,0.096926205
658,0.12242914
659,0.10904262
660,0.076257296
661,0.11550287
662,0.10267919
663,0.10425874
664,0.11015968
665,0.07966587
666,0.12680365
667,0.082676955
668,0.1373499
669,0.11566187
670,0.10882085
671,0.11756525
672,0.109060735
673,0.12596172
674,0.094622955
675,0.10196998
676,0.078849845
677,0.090645626
678,0.09747385
679,0.13975644
680,0.09741072
681,0.095943466
682,0.10794267
683,0.11306822
684,0.10850162
685,0.09600825
686,0.12212194
687,0.11446803
688,0.10557542
689,0.12269409
690,0.10776598
691,0.07949834
692,0.100935325
693,0.10372492
694,0.10327112
695,0.11489125
696,0.09726402
697,0.119353816
698,0.11178187
699,0.11942378
700,0.11667517
701,0.109830536
702,0.10752631
703,0.090254284
704,0.09789977
705,0.10440761
706,0.100686565
707,0.11438207
708,0.0796367
709,0.1058333
710,0.085687004
711,0.107470125
712,0.08107802
713,0.113370895
714,0.10839738
715,0.10407671
716,0.11838405
717,0.11690221
718,0.10351152
719,0.100034684
720,0.07059449
721,0.09901898
722,0.10443974
723,0.11021333
724,0.1048639
725,0.103371575
726,0.12523094
727,0.09490222
728,0.1345924
729,0.09980144
730,0.09729429
731,0.08409979
732,0.11026592
733,0.10551954
734,0.10877566
735,0.0889095
736,0.114096835
737,0.08353846
738,0.12457444
739,0.107219934
740,0.10389223
741,0.11500811
742,0.10235381
743,0.13312434
744,0.09661461
745,0.112494856
746,0.09443069
747,0.11612962
748,0.10326083
749,0.13504793
750,0.13134162
751,0.10613228
752,0.11285283
753,0.09508124
754,0.122290224
755,0.113003574
756,0.08694132
757,0.10065867
758,0.11707488
759,0.08476609
760,0.10794082
761,0.11357239
762,0.09837083
763,0.12393352
764,0.11278174
765,0.11357557
766,0.118774764
767,0.10469264
768,0.10473918
769,0.1163261
770,0.10466014
771,0.07596551
772,0.10293899
773,0.07939247
774,0.11756762
775,0.092571594
776,0.09713804
777,0.10027162
778,0.124781325
779,0.096703194
780,0.084518924
781,0.110720344
782,0.074312426
783,0.09844728
784,0.115281776
785,0.112498365
786,0.0849399
787,0.12967631
788,0.10538572
789,0.13089104
790,0.07674363
791,0.096893944
792,0.098556384
793,0.11634159
794,0.12208543
795,0.09786782
796,0.14020121
797,0.09459138
798,0.10101828
799,0.1026106
800,0.10124136
801,0.12138154
802,0.10169098
803,0.11962701
804,0.10869433
805,0.11915961
806,0.083669886
807,0.100816496
808,0.12265348
809,0.085981235
810,0.072435975
811,0.09474026
812,0.0917549
813,0.110693425
814,0.13168168
815,0.09697236
816,0.08799547
817,0.09705658
818,0.116128266
819,0.11331157
820,0.09886591
821,0.12455633
822,0.0959224
823,0.111693
824,0.09753986
825,0.087678075
826,0.092002936
827,0.10356862
828,0.119398504
829,0.10009649
830,0.0976648
831,0.08718408
832,0.099288434
833,0.10573603
834,0.0946874
835,0.111734614
836,0.08465132
837,0.10106923
838,0.092623554
839,0.08333051
840,0.08415173
841,0.11061064
842,0.102441326
843,0.10140568
844,0.116812624
845,0.07693838
846,0.0950558
847,0.10614472
848,0.10695043
849,0.11938033
850,0.073833816
851,0.12220089
852,0.08838523
853,0.10009121
854,0.100425504
855,0.087960914
856,0.12254225
857,0.09793186
858,0.08607062
859,0.12051793
860,0.10410994
861,0.106561914
862,0.0958856
863,0.07525621
864,0.086085334
865,0.12721717
866,0.10671046
867,0.11914909
868,0.12089146
869,0.10443275
870,0.0821267
871,0.12106797
872,0.094614245
873,0.08980136
874,0.094736025
875,0.08689413
876,0.09247397
877,0.083729394
878,0.12072879
879,0.0972098
880,0.08686677
881,0.08329883
882,0.08823326
883,0.13313955
884,0.08168663
885,0.08400963
886,0.07663169
887,0.10257982
888,0.1028676
889,0.10864665
890,0.11221498
891,0.11197977
892,0.10815408
893,0.08370048
894,0.12513497
895,0.09799207
896,0.11060265
897,0.09878354
898,0.08366935
899,0.08912585
900,0.079356246
901,0.08767425
902,0.081616506
903,0.108565845
904,0.090344325
905,0.08816157
906,0.09600957
907,0.07450179
908,0.09708541
909,0.08805722
910,0.09122093
911,0.11271571
912,0.09952766
913,0.0923829
914,0.09146581
915,0.12026604
916,0.09162705
917,0.097075224
918,0.08466878
919,0.11995368
920,0.09297602
921,0.13541509
922,0.092693016
923,0.09654017
924,0.1095921
925,0.0995801
926,0.10694906
927,0.10665427
928,0.079068124
929,0.102204174
930,0.103392825
931,0.099254735
932,0.08864048
933,0.113960735
934,0.09583366
935,0.07242418
936,0.10467108
937,0.11954271
938,0.08356175
939,0.08284901
940,0.11146428
941,0.062096547
942,0.104495265
943,0.11159861
944,0.09787733
945,0.110644184
946,0.09219323
947,0.093819074
948,0.09858906
949,0.07934919
950,0.10822619
951,0.10767489
952,0.10350714
953,0.114066295
954,0.08678217
955,0.09690293
956,0.10277851
957,0.11194251
958,0.08138406
959,0.090475224
960,0.11064704
961,0.08999536
962,0.10140476
963,0.13431764
964,0.09356976
965,0.089025244
966,0.09240518
967,0.09940312
968,0.07504028
969,0.11420164
970,0.09059059
971,0.096767075
972,0.08384267
973,0.12248041
974,0.09037167
975,0.08632155
976,0.0727502
977,0.08830871
978,0.09882478
979,0.10938516
980,0.09111425
981,0.115384616
982,0.10259644
983,0.09616769
984,0.08061112
985,0.09785627
986,0.12274019
987,0.07880898
988,0.10717918
989,0.090341225
990,0.115538575
991,0.0970273
992,0.07973451
993,0.107427165
994,0.085829616
995,0.105221555
996,0.096575126
997,0.09849841
998,0.087368906
999,0.08556346
1000,0.07852173
1001,0.05388992
1002,0.0980657
1003,0.09094994
1004,0.07894824
1005,0.11443238
1006,0.084363684
1007,0.10797763
1008,0.105552316
1009,0.07522658
1010,0.13146494
1011,0.10831445
1012,0.09126046
1013,0.10288523
1014,0.107356526
1015,0.088380426
1016,0.09245599
1017,0.10130066
1018,0.09020223
1019,0.10138219
1020,0.09293615
1021,0.075526714
1022,0.09273649
1023,0.11076026
1024,0.10930808
1025,0.0970536
1026,0.097496666
1027,0.089913055
1028,0.09065384
1029,0.0932251
1030,0.09658772
1031,0.09538359
1032,0.08345601
1033,0.10010183
1034,0.07821305
1035,0.09706313
1036,0.090999074
1037,0.10970748
1038,0.091452934
1039,0.13041581
1040,0.09401354
1041,0.10292713
1042,0.09707382
1043,0.072728276
1044,0.08519707
1045,0.120271675
1046,0.10229272
1047,0.07033075
1048,0.09587932
1049,0.09117856
1050,0.078086466
1051,0.10343048
1052,0.085099936
1053,0.09824097
1054,0.1076005
1055,0.086920656
1056,0.08358514
1057,0.08936835
1058,0.10398109
1059,0.09690351
1060,0.10855904
1061,0.08824328
1062,0.09088083
1063,0.07416028
1064,0.105454296
1065,0.1199242
1066,0.08836763
1067,0.094349176
1068,0.074351996
1069,0.10711876
1070,0.08085233
1071,0.09200663
1072,0.08659173
1073,0.08965588
1074,0.13457064
1075,0.11347259
1076,0.10656376
1077,0.09809436
1078,0.09713167
1079,0.092889294
1080,0.10186873
1081,0.09751431
1082,0.09733093
1083,0.08194281
1084,0.10672117
1085,0.088888325
1086,0.094469056
1087,0.09039384
1088,0.10102052
1089,0.103310704
1090,0.10974763
1091,0.088757835
1092,0.11062499
1093,0.08981677
1094,0.094466105
1095,0.07496721
1096,0.095909834
1097,0.071869805
1098,0.13512252
1099,0.09817139
1100,0.10397682
1101,0.086311705
1102,0.07601433
1103,0.09195902
1104,0.0790303
1105,0.07586828
1106,0.10642756
1107,0.105627365
1108,0.09183895
1109,0.124557786
1110,0.08567408
1111,0.09597842
1112,0.089477025
1113,0.09908281
1114,0.11154033
1115,0.10025962
1116,0.099806495
1117,0.09843421
1118,0.10225258
1119,0.089886256
1120,0.10230903
1121,0.09789567
1122,0.09312509
1123,0.08497841
1124,0.08014717
1125,0.09828554
1126,0.105935484
1127,0.07906276
1128,0.07872205
1129,0.08883113
1130,0.08741429
1131,0.09071227
1132,0.08389557
1133,0.088340364
1134,0.112756975
1135,0.10993872
1136,0.07414144
1137,0.1309784
1138,0.0704124
1139,0.09885023
1140,0.091056384
1141,0.08558548
1142,0.08330387
1143,0.07398525
1144,0.10634011
1145,0.08061474
1146,0.09943779
1147,0.10752805
1148,0.089740776
1149,0.0960062
1150,0.071943566
1151,0.1125523
1152,0.09110189
1153,0.08996369
1154,0.10602446
1155,0.09194382
1156,0.08603416
1157,0.09102604
1158,0.09653858
1159,0.09297177
1160,0.07438904
1161,0.09610881
1162,0.08378776
1163,0.100013815
1164,0.104698785
1165,0.1047625
1166,0.11829632
1167,0.09773092
1168,0.09676892
1169,0.08584681
1170,0.09314972
1171,0.08977845
1172,0.078278705
1173,0.13315533
1174,0.089938484
1175,0.07993271
1176,0.08662664
1177,0.091567434
1178,0.09315198
1179,0.104887724
1180,0.097771764
1181,0.10387412
1182,0.08334557
1183,0.10158304
1184,0.10629851
1185,0.09923829
1186,0.1237245
1187,0.088213444
1188,0.11398951
1189,0.08011155
1190,0.116109274
1191,0.08427958
1192,0.087737
1193,0.091156974
1194,0.10076337
1195,0.095134154
1196,0.098109804
1197,0.08799489
1198,0.079790376
1199,0.10791901
1200,0.09596157
1201,0.08419796
1202,0.108552895
1203,0.08963709
1204,0.10787485
1205,0.060467184
1206,0.106635526
1207,0.10640611
1208,0.08982683
1209,0.08051503
1210,0.08323859
1211,0.07814966
1212,0.08500182
1213,0.11396432
1214,0.0813423
1215,0.08246601
1216,0.11041546
1217,0.13387501
1218,0.10364426
1219,0.117475204
1220,0.09167934
1221,0.08035634
1222,0.106335126
1223,0.08280803
1224,0.08865194
1225,0.11137149
1226,0.10318672
1227,0.10053605
1228,0.11087083
1229,0.07055706
1230,0.08765251
1231,0.087018505
1232,0.068129525
1233,0.08239763
1234,0.12849161
1235,0.073774084
1236,0.07591841
1237,0.098334745
1238,0.0904985
1239,0.09252186
1240,0.098633945
1241,0.08650724
1242,0.100397676
1243,0.08386742
1244,0.078577146
1245,0.09195633
1246,0.09118321
1247,0.096139
1248,0.113262504
1249,0.115075424
1250,0.10240636
1251,0.10005389
1252,0.084504604
1253,0.07822243
1254,0.09962257
1255,0.09353523
1256,0.0874616
1257,0.085361324
1258,0.114131905
1259,0.07050725
1260,0.089209914
1261,0.08629234
1262,0.07087025
1263,0.076108895
1264,0.08643139
1265,0.09701422
1266,0.1102519
1267,0.10396473
1268,0.10266101
1269,0.064228304
1270,0.06873162
1271,0.08383908
1272,0.061183915
1273,0.114391305
1274,0.0810423
1275,0.09394411
1276,0.091459386
1277,0.11784094
1278,0.087661654
1279,0.09518964
1280,0.082215995
1281,0.11238778
1282,0.0622437
1283,0.087926745
1284,0.09676552
1285,0.10138273
1286,0.09931251
1287,0.08109868
1288,0.08778698
1289,0.072827145
1290,0.09242852
1291,0.089053735
1292,0.08835969
1293,0.09143311
1294,0.08977724
1295,0.09100005
1296,0.08547693
1297,0.066649444
1298,0.11358084
1299,0.08408248
1300,0.07861535
1301,0.09379208
1302,0.092746034
1303,0.120001286
1304,0.08753894
1305,0.09769557
1306,0.09743577
1307,0.08269897
1308,0.04891634
1309,0.09521777
1310,0.11528904
1311,0.08544343
1312,0.07168485
1313,0.09387202
1314,0.10048217
1315,0.081343025
1316,0.1349948
1317,0.10075388
1318,0.0955291
1319,0.08690997
1320,0.085113905
1321,0.08234183
1322,0.08611112
1323,0.12104757
1324,0.075892635
1325,0.09265593
1326,0.07667509
1327,0.06633243
1328,0.11808713
1329,0.07089463
1330,0.09439436
1331,0.08170952
1332,0.10071852
1333,0.09484879
1334,0.07864188
1335,0.105639026
1336,0.09016585
1337,0.10569708
1338,0.106635466
1339,0.0989673
1340,0.07961567
1341,0.06977843
1342,0.09983175
1343,0.107813865
1344,0.0896966
1345,0.094008215
1346,0.07646409
1347,0.10606706
1348,0.111070104
1349,0.1008067
1350,0.07168761
1351,0.09841589
1352,0.0903508
1353,0.07425372
1354,0.10180586
1355,0.08434222
1356,0.08462877
1357,0.096441045
1358,0.06979555
1359,0.079959355
1360,0.07444315
1361,0.07023118
1362,0.067188434
1363,0.06950862
1364,0.075399965
1365,0.08616264
1366,0.08785585
1367,0.105544865
1368,0.07380842
1369,0.096952364
1370,0.09436601
1371,0.06613142
1372,0.07715768
1373,0.08591748
1374,0.09039631
1375,0.06704619
1376,0.0811288
1377,0.09712379
1378,0.06532918
1379,0.087345846
1380,0.10749578
1381,0.07344317
1382,0.08186591
1383,0.06796846
1384,0.08336205
1385,0.07183598
1386,0.09033965
1387,0.0903807
1388,0.0783115
1389,0.114593536
1390,0.08690057
1391,0.09901257
1392,0.088218756
1393,0.07399617
1394,0.064773485
1395,0.08895212
1396,0.08185667
1397,0.09840566
1398,0.091568425
1399,0.10940525
1400,0.09021703
1401,0.073822044
1402,0.09045251
1403,0.09018212
1404,0.08539649
1405,0.08061285
1406,0.0934039
1407,0.07519341
1408,0.07993685
1409,0.10977475
1410,0.10794457
1411,0.08461195
1412,0.06788641
1413,0.11928625
1414,0.07634192
1415,0.077251144
1416,0.08574163
1417,0.06630858
1418,0.08914125
1419,0.07530804
1420,0.06775896
1421,0.07316903
1422,0.080799975
1423,0.058936726
1424,0.07302067
1425,0.11779264
1426,0.07413479
1427,0.12339066
1428,0.081994765
1429,0.09364623
1430,0.103725426
1431,0.084380575
1432,0.104440145
1433,0.084622756
1434,0.08176449
1435,0.079024866
1436,0.06990087
1437,0.09461374
1438,0.086460024
1439,0.09464361
1440,0.07788445
1441,0.07630895
1442,0.075019695
1443,0.08360118
1444,0.07869503
1445,0.071233064
1446,0.094724685
1447,0.08079465
1448,0.094385214
1449,0.08332914
1450,0.0757228
1451,0.08326174
1452,0.09419407
1453,0.098499
1454,0.081376225
1455,0.11046554
1456,0.10049383
1457,0.07575245
1458,0.08301798
1459,0.08289884
1460,0.08483869
1461,0.093748264
1462,0.07509693
1463,0.08013577
1464,0.09144277
1465,0.05617933
1466,0.08803462
1467,0.08029789
1468,0.09867969
1469,0.108155385
1470,0.071966715
1471,0.07005619
1472,0.09093277
1473,0.096357495
1474,0.08899358
1475,0.060595628
1476,0.08012797
1477,0.09628974
1478,0.086891495
1479,0.093407534
1480,0.09633897
1481,0.081729
1482,0.09251748
1483,0.09980104
1484,0.08772255
1485,0.09987993
1486,0.08978418
1487,0.07265753
1488,0.08150025
1489,0.10549874
1490,0.10016124
1491,0.116645396
1492,0.093587846
1493,0.09622323
1494,0.10477064
1495,0.102435715
1496,0.08393968
1497,0.07453728
1498,0.07814645
1499,0.06614588
1500,0.070954
1501,0.070787996
1502,0.08251451
1503,0.09667382
1504,0.063344896
1505,0.06210558
1506,0.083453126
1507,0.094453186
1508,0.08648686
1509,0.070139505
1510,0.13125958
1511,0.0841855
1512,0.07272873
1513,0.07881699
1514,0.08551756
1515,0.09763184
1516,0.07627529
1517,0.0827911
1518,0.1028952
1519,0.09181012
1520,0.088326596
1521,0.07657336
1522,0.08068242
1523,0.10580948
1524,0.08586659
1525,0.091203876
1526,0.07733498
1527,0.08812668
1528,0.07966953
1529,0.10105966
1530,0.072707064
1531,0.101882435
1532,0.07161975
1533,0.08677815
1534,0.07742211
1535,0.06881727
1536,0.06477654
1537,0.09620168
1538,0.06793786
1539,0.080923975
1540,0.09118224
1541,0.09259547
1542,0.088661715
1543,0.08701062
1544,0.0643229
1545,0.075087264
1546,0.094223
1547,0.10180844
1548,0.088846326
1549,0.09028947
1550,0.06269438
1551,0.06273458
1552,0.07318869
1553,0.097574934
1554,0.087099314
1555,0.07603148
1556,0.1041412
1557,0.09655175
1558,0.08844467
1559,0.070577785
1560,0.07130756
1561,0.07768826
1562,0.055884678
1563,0.067766525
1564,0.09388019
1565,0.08546138
1566,0.10255076
1567,0.07926068
1568,0.08049586
1569,0.11438791
1570,0.07999243
1571,0.08615347
1572,0.08964983
1573,0.07177976
1574,0.07848502
1575,0.10086053
1576,0.08339429
1577,0.08395289
1578,0.088652596
1579,0.07256372
1580,0.09132909
1581,0.07174792
1582,0.08334739
1583,0.10219042
1584,0.10271001
1585,0.08520376
1586,0.07841348
1587,0.08152613
1588,0.07600826
1589,0.087153256
1590,0.09007165
1591,0.10154666
1592,0.056768384
1593,0.0928987
1594,0.0788246
1595,0.10817394
1596,0.071784616
1597,0.09127899
1598,0.08746441
1599,0.10402681
1600,0.061264332
1601,0.09809728
1602,0.07974568
1603,0.09377168
1604,0.086394355
1605,0.06976713
1606,0.12418656
1607,0.103927985
1608,0.10138038
1609,0.061902948
1610,0.06771895
1611,0.10626199
1612,0.07056955
1613,0.08816752
1614,0.087667875
1615,0.0933692
1616,0.09164505
1617,0.085765935
1618,0.08766083
1619,0.08593805
1620,0.08898529
1621,0.098966144
1622,0.1095307
1623,0.06841534
1624,0.09197754
1625,0.08141917
1626,0.08195652
1627,0.07559461
1628,0.08258717
1629,0.10381835
1630,0.100966014
1631,0.091748744
1632,0.07711305
1633,0.07952716
1634,0.08505152
1635,0.08690426
1636,0.06923415
1637,0.07255864
1638,0.070060715
1639,0.08592202
1640,0.07642784
1641,0.098158896
1642,0.103188455
1643,0.10747062
1644,0.09111642
1645,0.07673697
1646,0.082816906
1647,0.08673156
1648,0.09733144
1649,0.08804701
1650,0.07244646
1651,0.07935104
1652,0.08847176
1653,0.074083626
1654,0.07772244
1655,0.09414001
1656,0.08979784
1657,0.07140616
1658,0.061674766
1659,0.08572414
1660,0.08403111
1661,0.07730171
1662,0.089642294
1663,0.09720143
1664,0.077879965
1665,0.09215085
