State:Action,QValue
27,31:up,143.89948
27,32:down,131.31784
27,32:left,133.26387
27,32:right,150.51971
27,32:up,144.34036
27,33:down,124.075356
27,33:left,118.90581
27,33:right,138.94037
27,33:up,155.34288
27,34:down,124.08263
27,34:left,137.32893
27,34:right,166.16582
27,34:up,153.28079
27,35:down,146.10542
27,35:left,151.81195
27,35:right,170.48026
27,35:up,180.63351
27,36:down,162.72908
27,36:left,161.8962
27,36:right,192.1343
27,36:up,175.05327
27,37:down,165.9948
27,37:left,155.22899
27,37:right,191.20453
27,37:up,179.75453
27,38:down,139.30492
27,38:left,141.8829
27,38:right,200.0726
27,38:up,170.5568
27,39:down,168.35638
27,39:left,186.88374
27,39:right,198.92111
27,39:up,225.32637
27,4:down,26.693642
27,4:left,26.374407
27,4:right,28.451265
27,4:up,33.54275
27,40:down,199.10657
27,40:left,206.58931
27,40:right,239.88983
27,40:up,217.08746
27,41:down,177.2442
27,41:left,178.10742
27,41:right,239.30246
27,41:up,194.20471
27,42:down,215.46602
27,42:left,213.33545
27,42:right,264.26825
27,42:up,246.96915
27,43:down,224.80716
27,43:left,232.4702
27,43:right,276.09277
27,43:up,255.49615
27,44:down,243.02824
27,44:left,225.0746
27,44:right,278.188
27,44:up,284.25955
27,45:down,240.52539
27,45:left,259.28333
27,45:right,306.63898
27,45:up,261.2661
27,46:down,233.19278
27,46:left,218.3631
27,46:right,293.52863
27,46:up,248.7151
27,47:down,247.4156
27,47:left,243.10585
27,47:right,266.85895
27,47:up,322.7057
27,48:down,260.92606
27,48:left,278.00317
27,48:right,285.3936
27,48:up,350.4027
27,49:down,274.35504
27,49:left,290.9924
27,49:right,310.05618
27,49:up,374.98462
27,5:down,28.431852
27,5:left,27.944376
27,5:right,30.647112
27,5:up,35.200005
27,50:down,345.20612
27,50:left,345.96985
27,50:right,401.91602
27,50:up,342.12473
27,51:down,368.29373
27,51:left,283.84436
27,51:right,296.7849
27,51:up,274.40402
27,52:down,341.25555
27,52:left,308.32242
27,52:right,360.26743
27,52:up,301.12225
27,53:down,297.54654
27,53:left,274.18283
27,53:right,334.459
27,53:up,272.12683
27,54:down,297.75406
27,54:left,284.02393
27,54:right,322.03464
27,54:up,274.19257
27,55:down,296.0409
27,55:left,263.6424
27,55:right,305.28625
27,55:up,264.95947
27,56:down,287.87366
27,56:left,228.18867
27,56:right,264.0346
27,56:up,227.27351
27,57:down,254.93501
27,57:left,238.47664
27,57:right,271.59354
27,57:up,229.70761
27,58:down,206.40698
27,58:left,195.1101
27,58:right,251.1259
27,58:up,177.52142
27,59:down,211.21552
27,59:left,181.28587
27,59:right,228.95294
27,59:up,187.35657
27,6:down,29.924105
27,6:left,27.7959
27,6:right,30.091143
27,6:up,37.039787
27,60:down,206.03181
27,60:left,178.74756
27,60:right,219.17474
27,60:up,191.61638
27,61:down,207.38205
27,61:left,164.50894
27,61:right,190.24553
27,61:up,158.28012
27,62:down,164.07845
27,62:left,144.15294
27,62:right,194.95128
27,62:up,143.22083
27,63:down,183.05388
27,63:left,136.95592
27,63:right,157.8006
27,63:up,136.60593
27,64:down,148.98886
27,64:left,142.74556
27,64:right,181.47867
27,64:up,138.056
27,65:down,160.2766
27,65:left,147.35806
27,65:right,181.71294
27,65:up,145.0464
27,66:down,139.55759
27,66:left,128.35408
27,66:right,164.77505
27,66:up,129.75645
27,67:down,152.54163
27,67:left,135.77249
27,67:right,157.87909
27,67:up,135.46956
27,68:down,151.24959
27,68:left,127.91293
27,68:right,148.25064
27,68:up,123.920235
27,69:down,138.81003
27,69:left,124.65187
27,69:right,144.82849
27,69:up,125.40435
27,7:down,33.157207
27,7:left,30.854076
27,7:right,38.93743
27,7:up,35.444595
27,70:down,135.08334
27,70:left,117.293724
27,70:right,125.20453
27,70:up,111.503685
27,71:down,120.28767
27,71:left,113.72885
27,71:right,123.069214
27,71:up,112.603806
27,72:down,114.89335
27,72:left,104.13586
27,72:right,122.72143
27,72:up,105.8456
27,73:down,112.66468
27,73:left,101.149025
27,73:right,114.60824
27,73:up,101.87472
27,74:down,108.03084
27,74:left,95.956276
27,74:right,105.91494
27,74:up,100.032555
27,75:down,102.9104
27,75:left,85.81371
27,75:right,96.404655
27,75:up,86.998535
27,76:down,98.11209
27,76:left,80.834946
27,76:right,90.01816
27,76:up,82.59533
27,77:down,89.95028
27,77:left,70.80312
27,77:right,76.530174
27,77:up,72.143715
27,78:down,84.10359
27,78:left,62.474632
27,78:right,72.864944
27,78:up,67.36815
27,79:down,78.92693
27,79:left,63.41251
27,79:right,66.27246
27,79:up,59.796528
27,8:down,31.693342
27,8:left,32.321316
27,8:right,32.318626
27,8:up,39.679817
27,80:down,73.4319
27,80:left,56.022102
27,80:right,59.053646
27,80:up,56.191418
27,81:down,60.232826
27,81:left,54.132755
27,81:right,74.77783
27,81:up,53.206596
27,82:down,69.35741
27,82:left,56.525997
27,82:right,70.35258
27,82:up,57.8605
27,83:down,66.43235
27,83:left,56.6511
27,83:right,59.71101
27,83:up,53.63699
27,84:down,64.2937
27,84:left,48.320004
27,84:right,55.312817
27,84:up,49.738678
27,85:down,59.44178
27,85:left,46.973946
27,85:right,50.052235
27,85:up,47.68172
27,86:down,55.89167
27,86:left,45.033047
27,86:right,44.844856
27,86:up,46.42716
27,87:down,52.460045
27,87:left,41.57095
27,87:right,46.684864
27,87:up,40.871223
27,88:down,49.325596
27,88:left,38.295006
27,88:right,41.59739
27,88:up,37.400486
27,89:down,41.93546
27,89:left,35.79452
27,89:right,46.407173
27,89:up,36.17838
27,9:down,34.058342
27,9:left,34.480972
27,9:right,42.72618
27,9:up,35.545174
27,90:down,43.999706
27,90:left,33.749702
27,90:right,38.212185
27,90:up,35.24826
27,91:down,40.814888
27,91:left,32.14488
27,91:right,36.588634
27,91:up,33.730892
27,92:down,32.818253
27,92:left,32.13845
27,92:right,36.65056
27,92:up,30.232273
27,93:down,31.154793
27,93:left,30.132277
27,93:right,37.92341
27,93:up,30.186007
27,94:down,30.016806
27,94:left,27.800491
27,94:right,35.798607
27,94:up,28.975214
27,95:down,29.421509
27,95:left,27.812279
27,95:right,33.751648
27,95:up,27.023802
27,96:down,30.19779
27,96:left,25.930077
27,96:right,27.38172
27,96:up,26.13067
27,97:down,27.446672
27,97:left,25.00567
27,97:right,30.020243
27,97:up,25.375021
27,98:down,28.189486
27,98:left,24.89479
27,98:right,25.389832
27,98:up,24.96552
27,99:down,26.200262
27,99:left,23.869354
27,99:right,23.999811
27,99:up,23.598265
28,-0:up,8.135388
28,-1:down,7.75406
28,-1:left,11.351463
28,-1:right,12.288675
28,-1:up,25.759024
28,-2:down,-0.19522502
28,-2:right,0.13004392
28,-2:up,6.5996237
28,-3:left,0.08929029
28,0:down,22.89086
28,0:left,24.083664
28,0:right,25.54316
28,0:up,24.778158
28,1:down,24.78442
28,1:left,24.83076
28,1:right,27.311138
28,1:up,25.207956
28,10:down,36.730564
28,10:left,37.169514
28,10:right,38.20065
28,10:up,47.909927
28,100:down,26.540028
28,100:left,14.118959
28,100:right,9.736939
28,100:up,7.6379128
28,101:down,-0.3320299
28,101:right,0.7401661
28,101:up,0.2653316
28,102:down,0.64809597
28,103:down,-0.055173818
28,103:up,-0.15618001
28,104:down,-0.28685528
28,104:right,-0.15141222
28,105:down,0.1919557
28,106:down,0.4880431
28,11:down,40.011677
28,11:left,43.093662
28,11:right,44.543495
28,11:up,49.522045
28,12:down,45.549953
28,12:left,44.225273
28,12:right,48.946774
28,12:up,52.70805
28,13:down,48.961166
28,13:left,46.02054
28,13:right,51.20335
28,13:up,54.982826
28,14:down,48.114788
28,14:left,50.132736
28,14:right,57.629776
28,14:up,54.474228
28,15:down,47.982918
28,15:left,46.396725
28,15:right,52.862076
28,15:up,60.150764
28,16:down,54.081036
28,16:left,51.702587
28,16:right,59.17066
28,16:up,63.03544
28,17:down,58.375515
28,17:left,56.57726
28,17:right,65.842476
28,17:up,68.95157
28,18:down,61.03955
28,18:left,58.07042
28,18:right,72.884514
28,18:up,67.21532
28,19:down,61.049744
28,19:left,57.746605
28,19:right,76.22949
28,19:up,65.29341
28,2:down,25.62652
28,2:left,26.153996
28,2:right,26.524395
28,2:up,28.481297
28,20:down,58.411022
28,20:left,58.082157
28,20:right,64.923775
28,20:up,77.63911
28,21:down,64.37299
28,21:left,62.28207
28,21:right,68.20346
28,21:up,85.35977
28,22:down,71.00448
28,22:left,66.44503
28,22:right,72.16908
28,22:up,91.03948
28,23:down,73.04001
28,23:left,73.92848
28,23:right,96.749954
28,23:up,84.31835
28,24:down,72.450264
28,24:left,76.297775
28,24:right,87.66236
28,24:up,98.91038
28,25:down,90.96439
28,25:left,92.12302
28,25:right,98.64373
28,25:up,106.99961
28,26:down,97.47682
28,26:left,99.04
28,26:right,108.63185
28,26:up,113.60712
28,27:down,106.86865
28,27:left,104.38136
28,27:right,119.41806
28,27:up,116.31008
28,28:down,112.19635
28,28:left,114.46399
28,28:right,124.02768
28,28:up,130.80225
28,29:down,120.133224
28,29:left,119.90813
28,29:right,133.32568
28,29:up,138.62247
28,3:down,26.20488
28,3:left,26.164524
28,3:right,26.685747
28,3:up,31.45193
28,30:down,128.69618
28,30:left,123.50508
28,30:right,146.08939
28,30:up,136.94229
28,31:down,122.37305
28,31:left,127.399506
28,31:right,147.36935
28,31:up,140.5609
28,32:down,134.96532
28,32:left,138.98465
28,32:right,160.73042
28,32:up,148.91875
28,33:down,123.32156
28,33:left,132.17506
28,33:right,140.7105
28,33:up,164.36227
28,34:down,132.96466
28,34:left,132.84483
28,34:right,155.42653
28,34:up,176.91948
28,35:down,152.51566
28,35:left,154.41673
28,35:right,188.62343
28,35:up,163.70837
28,36:down,165.47908
28,36:left,161.87408
28,36:right,203.55167
28,36:up,179.02605
28,37:down,174.21721
28,37:left,180.7779
28,37:right,210.13628
28,37:up,194.84734
28,38:down,148.73856
28,38:left,150.3463
28,38:right,211.25162
28,38:up,184.55533
28,39:down,163.41048
28,39:left,156.56244
28,39:right,225.92615
28,39:up,184.52917
28,4:down,27.372355
28,4:left,27.018553
28,4:right,29.194405
28,4:up,33.485607
28,40:down,208.31839
28,40:left,212.5276
28,40:right,253.54062
28,40:up,229.88058
28,41:down,187.35873
28,41:left,186.46236
28,41:right,256.77466
28,41:up,204.63696
28,42:down,226.50983
28,42:left,238.65572
28,42:right,260.4849
28,42:up,279.4361
28,43:down,236.19643
28,43:left,251.36436
28,43:right,277.13434
28,43:up,295.16214
28,44:down,262.87375
28,44:left,261.87906
28,44:right,311.97614
28,44:up,288.00452
28,45:down,265.844
28,45:left,270.7171
28,45:right,326.1186
28,45:up,267.7242
28,46:down,243.05896
28,46:left,241.35481
28,46:right,261.7789
28,46:up,313.3071
28,47:down,261.8214
28,47:left,270.2893
28,47:right,333.28522
28,47:up,285.00574
28,48:down,272.4981
28,48:left,274.76523
28,48:right,338.58923
28,48:up,300.45172
28,49:down,287.97745
28,49:left,302.85928
28,49:right,385.6863
28,49:up,324.57294
28,5:down,28.685114
28,5:left,28.188381
28,5:right,29.509329
28,5:up,36.0371
28,50:down,361.50974
28,50:left,366.92108
28,50:right,420.4595
28,50:up,361.17297
28,51:down,313.0088
28,51:left,316.7325
28,51:right,381.39264
28,51:up,310.8007
28,52:down,349.92355
28,52:left,329.19934
28,52:right,383.65338
28,52:up,332.6658
28,53:down,362.39505
28,53:left,274.0584
28,53:right,328.2502
28,53:up,273.42987
28,54:down,322.0141
28,54:left,268.42123
28,54:right,341.73975
28,54:up,283.252
28,55:down,284.3244
28,55:left,258.43994
28,55:right,322.79126
28,55:up,254.94
28,56:down,280.5576
28,56:left,271.50882
28,56:right,306.03485
28,56:up,268.66745
28,57:down,286.3672
28,57:left,253.89865
28,57:right,274.0435
28,57:up,239.35812
28,58:down,233.57993
28,58:left,217.85062
28,58:right,265.02856
28,58:up,222.79079
28,59:down,228.09134
28,59:left,210.82503
28,59:right,252.35388
28,59:up,208.2409
28,6:down,31.292276
28,6:left,29.897444
28,6:right,34.003933
28,6:up,38.526157
28,60:down,231.85478
28,60:left,199.20847
28,60:right,218.59198
28,60:up,192.71487
28,61:down,216.89586
28,61:left,164.12148
28,61:right,186.21693
28,61:up,174.77821
28,62:down,170.87354
28,62:left,153.5759
28,62:right,212.97414
28,62:up,154.9207
28,63:down,159.94804
28,63:left,150.86977
28,63:right,204.62221
28,63:up,162.72987
28,64:down,193.07465
28,64:left,158.6682
28,64:right,170.86977
28,64:up,156.28606
28,65:down,176.44409
28,65:left,161.95424
28,65:right,192.58267
28,65:up,151.24976
28,66:down,180.09058
28,66:left,140.32767
28,66:right,152.79623
28,66:up,134.27971
28,67:down,152.12708
28,67:left,139.96103
28,67:right,169.43893
28,67:up,135.81429
28,68:down,138.46983
28,68:left,129.16844
28,68:right,159.23459
28,68:up,138.5911
28,69:down,144.27559
28,69:left,134.61023
28,69:right,152.84985
28,69:up,136.63885
28,7:down,33.648643
28,7:left,33.90094
28,7:right,40.894592
28,7:up,37.172874
28,70:down,131.8425
28,70:left,119.332535
28,70:right,144.3747
28,70:up,123.60435
28,71:down,137.40857
28,71:left,118.232124
28,71:right,128.08978
28,71:up,120.16903
28,72:down,125.94246
28,72:left,117.970634
28,72:right,130.29247
28,72:up,114.82559
28,73:down,122.37663
28,73:left,110.713715
28,73:right,116.432106
28,73:up,107.12442
28,74:down,111.25443
28,74:left,100.08105
28,74:right,114.821915
28,74:up,97.19825
28,75:down,108.64536
28,75:left,90.57587
28,75:right,98.06294
28,75:up,90.86389
28,76:down,100.509766
28,76:left,81.44192
28,76:right,94.4223
28,76:up,84.752335
28,77:down,73.45507
28,77:left,66.34408
28,77:right,91.41272
28,77:up,66.4461
28,78:down,73.423546
28,78:left,69.11417
28,78:right,88.96651
28,78:up,64.028076
28,79:down,82.064445
28,79:left,63.140358
28,79:right,72.455795
28,79:up,62.013737
28,8:down,33.75486
28,8:left,34.280823
28,8:right,41.913567
28,8:up,34.8659
28,80:down,68.75406
28,80:left,59.928936
28,80:right,78.13347
28,80:up,59.697
28,81:down,73.168465
28,81:left,66.5894
28,81:right,78.318985
28,81:up,68.721085
28,82:down,74.32466
28,82:left,61.054382
28,82:right,66.98935
28,82:up,63.717823
28,83:down,70.269
28,83:left,55.162533
28,83:right,60.66336
28,83:up,55.127262
28,84:down,64.081245
28,84:left,50.816353
28,84:right,55.75133
28,84:up,51.31917
28,85:down,58.16296
28,85:left,45.9325
28,85:right,49.31337
28,85:up,45.703266
28,86:down,50.28394
28,86:left,45.100647
28,86:right,57.740562
28,86:up,43.66557
28,87:down,44.133385
28,87:left,40.810425
28,87:right,54.700478
28,87:up,42.456665
28,88:down,45.422142
28,88:left,41.458065
28,88:right,52.622765
28,88:up,39.502033
28,89:down,49.313377
28,89:left,36.4047
28,89:right,42.503315
28,89:up,37.734734
28,9:down,34.521957
28,9:left,33.666233
28,9:right,39.52258
28,9:up,45.073013
28,90:down,46.32121
28,90:left,35.820274
28,90:right,38.515835
28,90:up,35.702374
28,91:down,39.59848
28,91:left,33.48214
28,91:right,43.842636
28,91:up,34.047405
28,92:down,40.70753
28,92:left,32.381382
28,92:right,34.88109
28,92:up,32.838577
28,93:down,35.87039
28,93:left,31.959267
28,93:right,39.962883
28,93:up,32.71155
28,94:down,38.09118
28,94:left,30.097773
28,94:right,33.430595
28,94:up,29.899609
28,95:down,36.275253
28,95:left,28.980059
28,95:right,29.965805
28,95:up,28.909399
28,96:down,29.085653
28,96:left,27.502886
28,96:right,32.765938
28,96:up,28.050974
28,97:down,29.233974
28,97:left,27.001837
28,97:right,31.887516
28,97:up,26.262093
28,98:down,29.097422
28,98:left,25.732758
28,98:right,26.493895
28,98:up,25.830124
28,99:down,25.868773
28,99:left,25.008276
28,99:right,26.28598
28,99:up,24.83257
29,-0:up,14.103124
29,-1:down,5.380192
29,-1:left,13.689602
29,-1:right,8.3149395
29,-1:up,26.06964
29,-2:left,-0.15858251
29,-2:up,12.178386
29,0:down,22.781858
29,0:left,25.227196
29,0:right,27.879934
29,0:up,26.217402
29,1:down,24.805696
29,1:left,25.473726
29,1:right,28.899092
29,1:up,26.930573
29,10:down,37.58465
29,10:left,37.46864
29,10:right,40.73881
29,10:up,47.740547
29,100:down,27.324835
29,100:left,13.143186
29,100:right,17.076952
29,100:up,13.335865
29,101:down,22.31584
29,101:left,0.19921951
29,101:right,4.2562056
29,101:up,-0.373365
29,102:down,-0.062495127
29,102:up,0.26536497
29,103:down,0.43916333
29,103:right,0.18936907
29,103:up,-0.43224832
29,104:down,0.085879385
29,104:left,-0.15618001
29,104:up,0.0010234565
29,105:down,0.6783011
29,11:down,39.94129
29,11:left,38.74966
29,11:right,43.06045
29,11:up,52.151077
29,12:down,45.32002
29,12:left,43.736713
29,12:right,49.137424
29,12:up,55.12905
29,13:down,46.72839
29,13:left,45.425095
29,13:right,52.294865
29,13:up,59.33911
29,14:down,52.83403
29,14:left,53.97171
29,14:right,58.120327
29,14:up,61.40989
29,15:down,56.38032
29,15:left,54.484016
29,15:right,63.238716
29,15:up,64.97089
29,16:down,61.21556
29,16:left,60.580658
29,16:right,68.56231
29,16:up,66.86334
29,17:down,56.992794
29,17:left,52.59826
29,17:right,72.51109
29,17:up,61.23829
29,18:down,65.0847
29,18:left,63.254993
29,18:right,65.67442
29,18:up,76.59433
29,19:down,66.94922
29,19:left,69.63967
29,19:right,80.76509
29,19:up,77.366714
29,2:down,26.635075
29,2:left,26.342894
29,2:right,28.666176
29,2:up,29.795536
29,20:down,65.425995
29,20:left,63.320984
29,20:right,85.30544
29,20:up,73.97145
29,21:down,64.07284
29,21:left,62.30717
29,21:right,70.028915
29,21:up,88.549774
29,22:down,69.72681
29,22:left,73.76352
29,22:right,76.29565
29,22:up,95.88324
29,23:down,84.60255
29,23:left,82.06269
29,23:right,101.16007
29,23:up,91.575066
29,24:down,79.65776
29,24:left,77.29492
29,24:right,101.58746
29,24:up,95.24935
29,25:down,79.45085
29,25:left,80.93723
29,25:right,87.42399
29,25:up,109.6362
29,26:down,89.75092
29,26:left,89.3232
29,26:right,101.32102
29,26:up,117.55167
29,27:down,109.65917
29,27:left,112.282036
29,27:right,127.21884
29,27:up,121.798706
29,28:down,115.36707
29,28:left,115.53189
29,28:right,124.750244
29,28:up,133.36732
29,29:down,125.08272
29,29:left,124.01823
29,29:right,135.33588
29,29:up,143.57616
29,3:down,27.32807
29,3:left,26.701271
29,3:right,28.450321
29,3:up,33.084717
29,30:down,133.37567
29,30:left,135.81158
29,30:right,154.27122
29,30:up,148.25516
29,31:down,138.33295
29,31:left,139.14037
29,31:right,162.31726
29,31:up,149.27048
29,32:down,145.96362
29,32:left,145.07002
29,32:right,162.61606
29,32:up,171.44908
29,33:down,157.53291
29,33:left,156.461
29,33:right,179.8461
29,33:up,170.86224
29,34:down,137.65437
29,34:left,146.83603
29,34:right,187.8944
29,34:up,156.13533
29,35:down,167.26668
29,35:left,155.83281
29,35:right,198.61436
29,35:up,174.10965
29,36:down,163.82462
29,36:left,177.51126
29,36:right,193.62587
29,36:up,214.35312
29,37:down,182.83752
29,37:left,194.95984
29,37:right,226.02464
29,37:up,208.3292
29,38:down,198.54387
29,38:left,198.86977
29,38:right,227.29016
29,38:up,218.01434
29,39:down,177.81557
29,39:left,176.73132
29,39:right,203.68478
29,39:up,249.47725
29,4:down,28.338188
29,4:left,28.02644
29,4:right,31.76407
29,4:up,35.493977
29,40:down,227.40152
29,40:left,234.69115
29,40:right,267.2935
29,40:up,243.87894
29,41:down,213.86914
29,41:left,210.44939
29,41:right,274.6896
29,41:up,212.17278
29,42:down,225.15285
29,42:left,203.0818
29,42:right,284.00336
29,42:up,227.84981
29,43:down,243.6135
29,43:left,248.67044
29,43:right,268.1899
29,43:up,302.56122
29,44:down,278.0678
29,44:left,266.81808
29,44:right,329.59198
29,44:up,308.49445
29,45:down,278.14548
29,45:left,282.1514
29,45:right,340.5099
29,45:up,289.77136
29,46:down,247.42645
29,46:left,250.34933
29,46:right,275.96298
29,46:up,325.37943
29,47:down,279.0741
29,47:left,290.93576
29,47:right,355.26038
29,47:up,314.1232
29,48:down,289.8522
29,48:left,291.27676
29,48:right,370.15796
29,48:up,312.14624
29,49:down,304.49127
29,49:left,323.6873
29,49:right,364.1535
29,49:up,411.81027
29,5:down,30.436218
29,5:left,29.861267
29,5:right,37.640762
29,5:up,33.56036
29,50:down,384.43933
29,50:left,395.1822
29,50:right,448.62958
29,50:up,386.00262
29,51:down,347.61682
29,51:left,294.33902
29,51:right,408.0166
29,51:up,332.69257
29,52:down,375.4786
29,52:left,361.67178
29,52:right,407.07074
29,52:up,353.98117
29,53:down,374.05588
29,53:left,326.70978
29,53:right,377.48697
29,53:up,333.08008
29,54:down,348.2478
29,54:left,313.89874
29,54:right,364.8671
29,54:up,314.66992
29,55:down,342.08636
29,55:left,299.9489
29,55:right,322.28418
29,55:up,288.96085
29,56:down,324.73993
29,56:left,281.16663
29,56:right,307.6537
29,56:up,282.98492
29,57:down,299.2032
29,57:left,256.98898
29,57:right,283.76685
29,57:up,259.98468
29,58:down,256.2142
29,58:left,233.72556
29,58:right,286.81192
29,58:up,232.5985
29,59:down,247.49133
29,59:left,221.67343
29,59:right,268.58664
29,59:up,216.1742
29,6:down,31.34999
29,6:left,31.821297
29,6:right,33.120216
29,6:up,39.891716
29,60:down,242.8184
29,60:left,194.67964
29,60:right,205.2995
29,60:up,183.1958
29,61:down,181.34691
29,61:left,171.82639
29,61:right,206.18423
29,61:up,181.31865
29,62:down,177.78723
29,62:left,164.5648
29,62:right,228.48642
29,62:up,169.68686
29,63:down,183.71411
29,63:left,166.68678
29,63:right,217.38577
29,63:up,162.31306
29,64:down,186.31456
29,64:left,168.25708
29,64:right,200.2276
29,64:up,164.56354
29,65:down,179.27306
29,65:left,169.20491
29,65:right,202.28587
29,65:up,163.1738
29,66:down,175.19421
29,66:left,160.34581
29,66:right,189.76689
29,66:up,164.35619
29,67:down,175.40666
29,67:left,154.68266
29,67:right,180.30052
29,67:up,157.39838
29,68:down,159.2688
29,68:left,144.54544
29,68:right,171.76228
29,68:up,144.02628
29,69:down,154.0997
29,69:left,141.31206
29,69:right,161.15298
29,69:up,143.65216
29,7:down,35.200558
29,7:left,35.06008
29,7:right,38.24476
29,7:up,43.10456
29,70:down,150.40187
29,70:left,134.30984
29,70:right,152.19742
29,70:up,132.59312
29,71:down,139.2125
29,71:left,127.48414
29,71:right,144.89102
29,71:up,130.921
29,72:down,137.6267
29,72:left,119.63221
29,72:right,130.64726
29,72:up,122.51234
29,73:down,129.78278
29,73:left,110.216965
29,73:right,118.372
29,73:up,104.742966
29,74:down,120.67837
29,74:left,98.02945
29,74:right,104.33022
29,74:up,96.29069
29,75:down,114.11109
29,75:left,80.37048
29,75:right,89.88172
29,75:up,87.813576
29,76:down,104.95022
29,76:left,77.123634
29,76:right,84.24646
29,76:up,74.215454
29,77:down,81.687965
29,77:left,75.272
29,77:right,102.06514
29,77:up,70.32705
29,78:down,90.416885
29,78:left,78.74045
29,78:right,94.38111
29,78:up,72.5039
29,79:down,88.39099
29,79:left,72.76702
29,79:right,85.34836
29,79:up,80.03052
29,8:down,37.229713
29,8:left,35.43943
29,8:right,37.120823
29,8:up,45.45691
29,80:down,82.4313
29,80:left,68.9431
29,80:right,81.240944
29,80:up,67.05318
29,81:down,77.97296
29,81:left,71.15003
29,81:right,82.52282
29,81:up,68.71261
29,82:down,78.10803
29,82:left,60.554882
29,82:right,66.298164
29,82:up,61.9963
29,83:down,70.98824
29,83:left,57.74052
29,83:right,61.216625
29,83:up,56.631077
29,84:down,56.302204
29,84:left,50.482212
29,84:right,68.82947
29,84:up,51.351963
29,85:down,61.342197
29,85:left,51.377983
29,85:right,67.8885
29,85:up,53.686306
29,86:down,63.9496
29,86:left,50.44176
29,86:right,56.37522
29,86:up,51.12141
29,87:down,60.30758
29,87:left,49.316547
29,87:right,51.536102
29,87:up,50.899063
29,88:down,56.754456
29,88:left,47.303406
29,88:right,48.838898
29,88:up,45.360493
29,89:down,53.184902
29,89:left,41.527306
29,89:right,42.65032
29,89:up,40.85691
29,9:down,39.40422
29,9:left,38.203033
29,9:right,47.97977
29,9:up,40.140526
29,90:down,50.01666
29,90:left,40.08418
29,90:right,44.301483
29,90:up,39.3906
29,91:down,47.200863
29,91:left,37.648838
29,91:right,40.8927
29,91:up,36.364353
29,92:down,44.777527
29,92:left,34.138668
29,92:right,38.9272
29,92:up,36.22369
29,93:down,42.390434
29,93:left,33.511303
29,93:right,36.349648
29,93:up,33.00393
29,94:down,33.475494
29,94:left,31.74782
29,94:right,38.93856
29,94:up,31.705894
29,95:down,35.370674
29,95:left,31.381874
29,95:right,33.826683
29,95:up,30.94014
29,96:down,31.683758
29,96:left,28.486452
29,96:right,36.465553
29,96:up,28.596865
29,97:down,34.22908
29,97:left,27.734058
29,97:right,29.502552
29,97:up,28.212162
29,98:down,28.834597
29,98:left,28.254375
29,98:right,31.332386
29,98:up,26.76021
29,99:down,28.998491
29,99:left,26.880177
29,99:right,27.94619
29,99:up,24.524506
3,-0:left,3.2949023
3,-1:down,3.0088956
3,-1:left,9.492487
3,-1:right,1.2593799
3,-1:up,7.574725
3,-2:down,0.20320469
3,-2:left,0.5038968
3,-2:right,0.34504348
3,-2:up,5.7439466
3,-3:right,0.43289748
3,-3:up,0.9522094
3,0:down,4.7858706
3,0:left,8.655529
3,0:right,8.521728
3,0:up,9.213608
3,1:down,8.648304
3,1:left,9.037559
3,1:right,9.212364
3,1:up,9.100346
3,10:down,12.248668
3,10:left,12.161533
3,10:right,13.003576
3,10:up,12.966376
3,100:down,9.993693
3,100:left,8.472994
3,100:right,8.727933
3,100:up,5.0755653
3,101:down,8.322065
3,101:left,0.50195235
3,101:right,1.997787
3,102:down,-0.0049229446
3,104:up,0.17622936
3,105:down,0.20419075
3,105:right,-0.349999
3,106:down,0.4767854
3,11:down,12.706959
3,11:left,12.947614
3,11:right,13.561805
3,11:up,12.886236
3,12:down,13.3179
3,12:left,13.280712
3,12:right,14.006025
3,12:up,13.305181
3,13:down,14.007001
3,13:left,13.875468
3,13:right,14.958179
3,13:up,14.193866
3,14:down,14.394062
3,14:left,14.112673
3,14:right,14.984535
3,14:up,14.589228
3,15:down,14.6856
3,15:left,15.169674
3,15:right,15.672855
3,15:up,15.344029
3,16:down,15.386639
3,16:left,15.438111
3,16:right,15.825456
3,16:up,16.659449
3,17:down,16.298801
3,17:left,16.495588
3,17:right,16.825607
3,17:up,17.894993
3,18:down,16.75632
3,18:left,16.899317
3,18:right,19.122812
3,18:up,17.59428
3,19:down,18.476809
3,19:left,18.220919
3,19:right,19.654106
3,19:up,18.090479
3,2:down,9.182349
3,2:left,9.142918
3,2:right,9.252718
3,2:up,9.153267
3,20:down,19.166285
3,20:left,18.95023
3,20:right,20.812405
3,20:up,19.047092
3,21:down,19.120308
3,21:left,19.53136
3,21:right,22.528452
3,21:up,19.787262
3,22:down,19.751612
3,22:left,20.873499
3,22:right,24.74456
3,22:up,21.885496
3,23:down,20.397041
3,23:left,20.806368
3,23:right,24.299229
3,23:up,21.658598
3,24:down,21.000715
3,24:left,21.372904
3,24:right,25.794407
3,24:up,21.215471
3,25:down,22.758001
3,25:left,22.57962
3,25:right,27.210188
3,25:up,24.582281
3,26:down,24.511454
3,26:left,23.75397
3,26:right,28.668621
3,26:up,25.038174
3,27:down,25.56098
3,27:left,25.842236
3,27:right,27.45212
3,27:up,29.328003
3,28:down,27.242508
3,28:left,28.093935
3,28:right,33.015194
3,28:up,28.407661
3,29:down,28.677526
3,29:left,28.187677
3,29:right,28.687223
3,29:up,32.45027
3,3:down,9.5527935
3,3:left,9.363526
3,3:right,9.604321
3,3:up,9.521082
3,30:down,28.52133
3,30:left,28.619473
