Итерация,Значение
1074,243.93831
1075,243.93948
1076,243.93915
1077,243.93916
1078,243.93895
1079,243.93935
1080,243.94225
1081,243.94589
1082,243.94754
1083,243.94621
1084,243.9522
1085,243.95003
1086,243.95491
1087,243.95769
1088,243.95891
1089,243.9571
1090,243.95906
1091,243.9597
1092,243.95966
1093,243.9609
1094,243.9628
1095,243.96277
1096,243.96614
1097,243.95862
1098,243.95912
1099,243.96402
1100,243.96533
1101,243.96486
1102,243.96593
1103,243.96443
1104,243.96385
1105,243.9636
1106,243.96411
1107,243.96959
1108,243.97104
1109,243.97311
1110,243.97437
1111,243.97565
1112,243.97604
1113,243.97655
1114,243.97937
1115,243.9789
1116,243.98218
1117,243.9859
1118,243.98723
1119,243.98593
1120,243.98932
1121,243.99084
1122,243.9919
1123,243.99228
1124,243.99362
1125,243.99272
1126,243.99622
1127,243.99274
1128,243.99544
1129,243.99905
1130,243.99417
1131,243.99571
1132,243.99837
1133,243.99626
1134,243.99753
1135,243.99718
1136,244.00024
1137,244.00465
1138,244.00659
1139,244.0094
1140,244.00731
1141,244.00526
1142,244.00249
1143,244.00052
1144,244.00198
1145,244.00601
1146,244.00513
1147,244.00366
1148,243.99915
1149,243.99869
1150,244.00229
1151,243.9991
1152,244.00116
1153,244.00125
1154,244.00407
1155,244.00961
1156,244.0079
1157,244.01091
1158,244.00882
1159,244.00656
1160,244.01009
1161,244.0114
1162,244.01483
1163,244.01213
1164,244.01076
1165,244.00774
1166,244.00583
1167,244.00333
1168,244.00569
1169,244.00526
1170,244.00333
1171,244.00601
1172,244.00566
1173,244.00241
1174,244.00266
1175,244.00102
1176,244.00256
1177,244.00111
1178,243.99615
1179,243.99689
1180,243.99985
1181,244.00104
1182,244.00014
1183,244.00107
1184,244.00128
1185,244.00249
1186,244.00566
1187,244.00371
1188,244.00427
1189,244.00471
1190,244.00407
1191,244.00722
1192,244.0076
1193,244.00345
1194,243.99936
1195,243.99792
1196,243.9976
1197,243.99731
1198,244.00143
1199,244.00038
1200,244.00055
1201,244.00133
1202,244.00008
1203,244.00177
1204,244.00235
1205,244.00053
1206,243.999
1207,244.00253
1208,244.00362
1209,244.00389
1210,244.00323
1211,244.00436
1212,244.00705
1213,244.00363
1214,243.99992
1215,243.99922
1216,244.0001
1217,244.00066
1218,244.00131
1219,244.00438
1220,244.00455
1221,244.00217
1222,244.0007
1223,244.0022
1224,244.00441
1225,244.00505
1226,244.00732
1227,244.00441
1228,244.00371
1229,244.006
1230,244.00822
1231,244.01093
1232,244.01309
1233,244.01442
1234,244.01408
1235,244.01859
1236,244.0224
1237,244.02113
1238,244.01765
1239,244.01828
1240,244.01796
1241,244.0165
1242,244.01578
1243,244.01614
